港台频道,#genre#
影迷电影,http://qwt.zhibotv.top:2016/%E5%85%A8%E7%BD%91%E9%80%9A.php?id=CHC%E5%BD%B1%E8%BF%B7%E7%94%B5%E5%BD%B1
18赛马台,https://ali.hlspull.yximgs.com/live/xiangjiaogemytv0318.flv
无线新闻,http://erp.giihgtidg.com:8080/live/wxxw01.m3u8?hls_ctx=5l3k567n
无线翡翠,http://erp.giihgtidg.com:8080/live/jade01.m3u8?hls_ctx=a08bsf11
Now体育,http://erp.giihgtidg.com:8080/live/nowxw01.m3u8?hls_ctx=1ia64w1
Now爆谷,https://ali.hlspull.yximgs.com/live/xiangjiaoge1116163133.flv
Now星影,https://ali.hlspull.yximgs.com/live/xiangjiaogef31fdg31g1gdg.flv
香港31台,https://cdn5.163189.xyz/live/rthk31/stream.m3u8
香港31台,http://php.jdshipin.com/TVOD/iptv.php?id=rthk31
香港32台,https://cdn5.163189.xyz/live/rthk32/stream.m3u8
香港32台,http://php.jdshipin.com/TVOD/iptv.php?id=rthk32
香港33台,http://cdn5.163189.xyz/live/cctv1/stream.m3u8
香港33台,http://php.jdshipin.com/TVOD/iptv.php?id=rthk33
香港34台,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream04/streamPlaylist.m3u8
香港35台,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream02/streamPlaylist.m3u8
TVB J1,https://cdn3.163189.xyz/live/j1/stream.m3u8
TVB J1,https://cdn3.163189.xyz/live/j1/stream.m3u8
TVB J2,https://ali.hlspull.yximgs.com/live/xaigjiaogetvbplus01.flv
TVB J2,http://php.jdshipin.com:8880/smt.php?id=j2_twn
TVB J2,https://smt.1789.dpdns.org/smt3.2.1.php?id=j2_twn
VIUTV,https://smt.1789.dpdns.org/smt3.2.1.php?id=viu1_twn
VIUTV,https://cdn5.163189.xyz/live/viu/stream.m3u8
VIUTV六,https://smt.1789.dpdns.org/smt3.2.1.php?id=viusix_twn
VIUTV六,http://php.jdshipin.com:8880/smt.php?id=viusix_twn
VIUTV六,http://198.23.184.108/mlTW558.php?id=viusix_twn
澳六图库,https://vdm6-hw.nbgdsygs.com/live/h6-2.flv
HOY77,https://ali.hlspull.yximgs.com/live/xiangjiaogehoy77511.flv
HOY77,https://cdn5.163189.xyz/live/hoy/stream.m3u8
HOY77,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv2
HOY77,https://cdn6.163189.xyz/live/hoy/stream.m3u8
HOY77,https://cdn5.163189.xyz/live/hoy/stream.m3u8
HOY78,https://ali.hlspull.yximgs.com/live/xaigjiaogehoy7801.flv
HOY78,http://198.23.184.108/mlTW558.php?id=hoycaijing_twn
无线新闻,http://erp.giihgtidg.com:8080/live/wxxw01.m3u8
无线新闻,http://hdtvtw.com/hstvs.php?pid=3
无线新闻,https://smt.1789.dpdns.org/smt3.2.1.php?id=inews_twn
无线翡翠,http://mytv.101.qzz.io/hls/fct/playlist.m3u8
无线翡翠,https://smt.1789.dpdns.org/smt3.2.1.php?id=jade_twn
无线翡翠,http://php.jdshipin.com/TVOD/iptv.php?id=huali
无线星河,https://smt.1789.dpdns.org/smt3.2.1.php?id=Xinhe
无线星河,http://cdn9.163189.xyz/smt1.1.php?id=Xinhe
无线功夫,https://v2h.1789.dpdns.org/live/yzwx/stream.m3u8
无线功夫,http://php.jdshipin.com/PLTV/iptv.php?id=yzwx
千禧经典,http://cdn9.163189.xyz/smt1.1.php?id=Tvbclassic
千禧经典,http://php.jdshipin.com:8880/smt.php?id=Tvbclassic
千禧经典,https://smt.1789.dpdns.org/smt����3.2.1.php?id=Tvbclassic
无线明珠,http://o12.1678520.xyz/hls/mzt/playlist.m3u8
无线明珠,https://live.tvfix.org/live/pearl/index.m3u8
无线明珠,https://smt.1789.dpdns.org/smt3.2.1.php?id=pearl_twn
无线明珠,https://cdn5.163189.xyz/live/mzt/stream.m3u8
无线华丽,https://smt.1789.dpdns.org/smt3.2.1.php?id=Tvbjade
无线华丽,http://php.jdshipin.com/TVOD/iptv.php?id=huali
无线华丽,http://php.jdshipin.com/smt.php?id=Tvbjade
娱乐新闻,https://live.tvfix.org/live/enews/index.m3u8
娱乐新闻,http://php.jdshipin.com/smt.php?id=Tvbentertainment
娱乐新闻,https://smt.1789.dpdns.org/smt3.2.1.php?id=Tvbentertainment
耀才财经,https://v3.mediacast.hk/webcast/bshdlive-pc/chunklist_w99771165.m3u8
年代much,http://fr-us8.jdiptv.cc/live/ndmuch.m3u8?kdstime=1743862859&kdssign=0c2d462af91111083988600ef5b3f711
年代much,http://fr-us8.jdiptv.cc/live/ndmuch.m3u8?kdstime=1743895364&kdssign=161cb60ba83e55ce097c8e3416c55999
年代much,http://vds.91kds.cn/live1/jdzb.m3u8?id=twndmuch&app=com.jdiptv.tvhd&version=1.3.9&mac=fu:ck:92:92:ff&nwtime=1743895363&sign=b1cf3f9173780eb2cd586a9ec0934cdf&ev=20240918
年代much,http://fr-us8.jdiptv.cc/live/ndmuch.m3u8?kdstime=1743895364&kdssign=161cb60ba83e55ce097c8e3416c55999
澳視澳門,https://149.102.97.122/ch1/ch1.live/playlist.m3u8
澳視葡文,https://149.102.97.122/ch2/ch2.live/playlist.m3u8
澳門資訊,https://149.102.97.122/ch5/info_ch5.live/playlist.m3u8
澳門綜藝,https://149.102.97.122/ch6/hd_ch6.live/playlist.m3u8
澳門體育,https://149.102.97.122/ch4/sport_ch4.live/playlist.m3u8
澳视澳门,https://cdn.163189.xyz/live/asam/stream.m3u8
澳门卫星,https://cdn.163189.xyz/live/as/stream.m3u8
澳門莲花,http://8.138.7.223/tv/lotustv.m3u8?live/110_1.m3u8?txiptv
澳門莲花,http://1033946631.cloudvdn.com/a.m3u8?domain=live-hdl.macaulotustv.com&player=1&streamid=lotustv:lotustv/macaulotustv&v3=1
澳門莲花,http://8.138.7.223/tv/lotustv.m3u8
澳門莲花,http://live-hls.macaulotustv.com/lotustv/macaulotustv.m3u8
澳門莲花,http://2028496195.cloudvdn.com/a.m3u8?domain=live-hls.macaulotustv.com&player=UuYAANXkTFhf1EYY&secondToken=secondToken%3AaeH9bajglaAWNijdz3YrvgSYrwU&streamid=lotustv%3Alotustv%2Fmacaulotustv&v3=1
中国电影,https://live.tvfix.org/live/cmc/index.m3u8
中国电影,https://100.061833.xyz/stream/mytv/null-6/stream.m3u8?uid=2190244325&u=hahayy&p=29624e2e4c4ccee26ed8f3e0ca1012ea57a8f2191be6149f632250f7036119cc
中国电影,http://tl.061833.xyz/tl/null-6
重温经典,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
重温经典,http://php.jdshipin.com/TVOD/iptv.php?id=cwjd
淘电影,http://ydl.yueyaoxian.top:8686/rtp/239.3.1.250:8001
黄金华剧,http://tl.061833.xyz/tl/null-9
八度空间,https://cdn6.163189.xyz/live/8tv/stream.m3u8
八度空间,https://smt.1789.dpdns.org/smt3.2.1.php?id=TV8
狐视频,https://hdl-vip-ws.qf.56.com/live/lc_11730.flv
新加 M台,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
新加 MU,https://cdn6.163189.xyz/live/chu/stream.m3u8
新加 M5,https://cdn6.163189.xyz/live/ch5/stream.m3u8
新加 M8,https://cdn6.163189.xyz/live/ch8/stream.m3u8
AsrtoQJ,https://smt.1789.dpdns.org/smt3.2.1.php?id=Quanjia
AsrtAEC,https://smt.1789.dpdns.org/smt3.2.1.php?id=AEC
AsrtAOD,https://smt.1789.dpdns.org/smt3.2.1.php?id=Aodhd
Asrt欢喜,https://smt.1789.dpdns.org/smt3.2.1.php?id=Huahee
Asrt奇艺,https://smt.1789.dpdns.org/smt3.2.1.php?id=Qiyi
美亚台湾,http://ali.hlspull.yximgs.com/live/awei_mydy.flv
美亚台湾,https://smt.iktv.ddns-ip.net/Smart.php?id=meiyamovie_twn&ts=130327_1749073625.ts&token=617402679bbc6dba26f3f5cb06c6ecce%3A1749143012
美亚台湾,http://php.jdshipin.com:8880/smt.php?id=meiyamovie_twn
美亚台湾,https://smt.1789.dpdns.org/smt3.2.1.php?id=meiyamovie_twn
美亚粤语,http://hdtvtw.com/hstvs.php?pid=31
美亚粤语,https://100.061833.xyz/stream/mytv/null-5/master.m3u8?u=poi321&p=29624e2e4c4ccee26ed8f3e0ca1012ea57a8f2191be6149f632250f7036119cc
美亚粤语,https://live.tvfix.org/live/mydy/index.m3u8
美亚粤语,http://tl.061833.xyz/tl/null-5
美亚粤语,https://live.tvfix.org/live/mydy/index.m3u8
美亚国语,http://fr-us7.jdiptv.cc/live/xgmydygy.m3u8?kdstime=1743859381&kdssign=0a4319dd594b828e5ba42925247e6dab
美亚粤语,http://tl.061833.xyz/tl/null-5
天映频道,https://smt.1789.dpdns.org/smt3.2.1.php?id=Celestial
天映频道,http://cdn9.163189.xyz/smt1.1.php?id=Celestial
天映经典,http://frus7.jdiptv.cc/live/xgtyjdgy.m3u8kdstime=1743869071&kdssign=3f092afa312e4f7baae83a964e07bf1a
天映经典,http://fr-us7.jdiptv.cc/live/xgtyjdgy.m3u8?kdstime=1743869161&kdssign=daa66579226bc8372e650b17580b8864
天映经典,http://fr-us7.jdiptv.cc/live/xgtyjdgy.m3u8?kdstime=1743859355&kdssign=2e11188ed5ffbd7cdf6dc9bff2624fde
天映经典,https://live.tvfix.org/live/tyjd/index.m3u8
天映经典,https://smt.1789.dpdns.org/smt3.2.1.php?id=Celestial2
天映经典,http://php.jdshipin.com/smt.php?id=Celestial2
天映经典,https://100.061833.xyz/stream/mytv/null-1/stream.m3u8?uid=3291919010&u=rty789&p=29624e2e4c4ccee26ed8f3e0ca1012ea57a8f2191be6149f632250f7036119cc
纬来电影,https://smt.iktv.ddns-ip.net/Smart.php?id=videolandmovie
龙祥时代,https://smt.iktv.ddns-ip.net/Smart.php?id=lungxiangtime_twn
龙祥时代,https://ali.hlspull.yximgs.com/live/14r5t6y7u8i9o0p1q2w3e4r5t6yhn7ujm8ik9ol0p1qaz2wsx3edc4rfv5tgb6yhn7ujm8.flv
东森电影,https://smt.iktv.ddns-ip.net/Smart.php?id=ettvmovie
东森电影,https://ali.hlspull.yximgs.com/live/11q2w3e4r5t6y7u8ik9ol0p1qaz2wsx3edc4rfv5tgb6yhn7ujm8ik9ol0p1qaz2wsx3ed.flv
pₒₚc电影,http://fr-us7.jdiptv.cc/live/popc.m3u8?kdstime=1743859248&kdssign=37b16f70cf1353cd79729559de2a49a4
pₒₚc电影,https://live.tvfix.org/live/popc/index.m3u8
pₒₚc电影,https://100.061833.xyz/stream/mytv/popc/stream.m3u8?uid=983595266&u=yui456&p=29624e2e4c4ccee26ed8f3e0ca1012ea57a8f2191be6149f632250f7036119cc
pₒₚc电影,http://cdn.zhibotv.top:9001/jrys.php?id=POPC
pₒₚc电影,https://mysupertv.pendy.dpdns.org/PopC/popc.m3u8
Animax,https://live.tvfix.org/live/animax/index.m3u8
星光电影,http://ali.hlspull.yximgs.com/live/zxcvbnm9852.flv?txiptv
龙华电影,https://cdn8.163189.xyz/live/lhdy/stream.m3u8
龙华电影,https://cdn3.132.us.kg/live/lhdy/stream.m3u8
龙华电影,https://smt.iktv.ddns-ip.net/Smart.php?id=xingwei_movie&ts=130155_1749078299.ts&token=03096c141f06e360d4f5ad418bf6a39d%3A1749142928
龙华经典,https://cdn3.132.us.kg/live/lhjd/stream.m3u8
龙华偶像,https://cdn3.132.us.kg/live/lhox/stream.m3u8
龙华日韩,https://cdn3.132.us.kg/live/lhrh/stream.m3u8
龙华戏剧,https://cdn3.132.us.kg/live/lhxj/stream.m3u8
龙华洋片,https://cdn8.163189.xyz/live/lhyp/stream.m3u8
龙华卡通,https://cdn3.132.us.kg/live/lhkt/stream.m3u8
TVBS亚洲,https://live.tvfix.org/live/tvbs/index.m3u8
中天新聞,http://www.xitv.top/021il.php?id=ctinews
中天新聞,http://hdtvtw.com/hstvs.php?pid=1530
中天娱乐,https://ali.hlspull.yximgs.com/live/167ztyl.flv
中天亚洲,https://ali.hlspull.yximgs.com/live/167ztyz.flv
中天新闻C＋,https://ali.hlspull.yximgs.com/live/167ztxw2.flv
中天综合,http://ali.hlspull.yximgs.com/live/awei_ztzh.flv
民视第一,http://ali.hlspull.yximgs.com/live/awei_msdy.flv
民视台湾,http://ali.hlspull.yximgs.com/live/awei_mstw.flv
东森综合,http://ali.hlspull.yximgs.com/live/awei_dszh.flv
八大第一,http://ali.hlspull.yximgs.com/live/awei_bddy.flv
八大综合,http://ali.hlspull.yximgs.com/live/awei_bdzh.flv
爱尔娱乐,http://ali.hlspull.yximgs.com/live/awei_aedyl.flv
中視新聞,http://hdtvtw.com/hstvs.php?pid=1459
人间卫视,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8
小公视台,https://stream1.freetv.fun/f415852174b30f1fc43d85ce4bf9347586de6f2d688ba1fe1a4095a9db20dcdd.m3u8
生命电视,http://61.216.67.119:1935/lifetv/lifetv.stream/chunklist_w2082933818.m3u8
創世頻道,https://live.tvfix.org/live/chuangshi/index.m3u8
人间卫视,https://5ddce30eb4b55.streamlock.net:443/bltvhd/bltv1/chunklist.m3u8
番薯电视,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
番薯111,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8
中天新闻,http://198.23.184.108/mlTW558.php?id=ctinews
TVBS新闻,http://198.23.184.108/mlTW558.php?id=tvbs_n
TVBS新闻,p2p://142.54.189.229:7575/64df0c5d000a530d048e75f37b155008.ts
东森新闻,p2p://142.54.189.229:7575/64df0db3000d67790493aeaf65c56300.ts
三立新闻,p2p://142.54.189.229:7575/64df114a00089e6504a1b34e5ec80344.ts
民视新闻,p2p://142.54.189.229:7575/64f46a20000732005804b6f0026159f5.ts
好消息1台,https://dqhxk7sbp7xog.cloudfront.net/osmflivech1.m3u8
好消息2台,https://dqhxk7sbp7xog.cloudfront.net/osmflivech2.m3u8
Good卡通,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch45-2.m3u8
Good综合,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch1-2.m3u8
经典电影,http://huanqiuzhibo.cn/manifest/douyu.php?id=6091425
邵氏影院,http://home.kuaidi521.com:35455/douyu/4246519
邵氏影院,http://1.94.31.214:35450/douyu/4246519
英叔经典,http://103.193.151.146/huya.php?id=11342421
英叔经典,http://fmbox.cc/huya.php?id=1134242
经典僵尸‍️,http://i.880824.xyz:35455/douyu/7356023
僵尸电影,http://openhls-tct.douyucdn2.cn/dyliveflv3/11849873r4IjkV9W.m3u8?txSecret=612cdd325f2c67435188f1c1502c772e&txTime=684309f9&token=cph-androidmpro-0-11849873-4b45a1496a5d3661cb56598a0d955607&did=10000000000000000000000000001501&origin=tct&vhost=play3&sid=414110892
魔法世界,http://103.193.151.146/huya.php?id=21059580
电影玄幻,http://cfss.cc/cdn/hy/11342414.m3u8
港片合集,http://103.193.151.146/huya.php?id=11602043
港剧经典,http://103.193.151.146/huya.php?id=11352965
经典喜剧,http://103.193.151.146/huya.php?id=11352894
女神系列,http://103.193.151.146/huya.php?id=11336571
金庸武侠,http://103.193.151.146/huya.php?id=11342435
万合出品,http://huanqiuzhibo.cn/manifest/douyu.php?id=9220456
斗鱼恐怖,http://b.zgjok.com:35455/douyu/263824
搞笑恐怖,http://1.94.31.214:35450/huya/11601960
豆瓣高分,https://live.tvfix.org/live/cmc/index.m3u8
湖南电影,http://php.jdshipin.com:8880/TVOD/iptv.php?id=hndy
动作电影,http://39.135.133.167/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
华数电影,http://144.255.17.240:6688/udp/239.21.1.124:5002
古装剧场,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c55_fast_879_720P_t10/c55_fast_879_720P_t10.m3u8?d
抗战剧场,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c54_fast_884_720P_t10/c54_fast_884_720P_t10.m3u8?d
谍战剧场,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c57_fast_882_720P_t10/c57_fast_882_720P_t10.m3u8?d
乡村剧场,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c59_fast_1050_720P_t10/c59_fast_1050_720P_t10.m3u8?d
﻿家庭剧场,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c54_fast_877_720P_t10/c54_fast_877_720P_t10.m3u8?d
家庭剧场,http://39.134.65.3/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8
古装剧场,http://39.134.65.73/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8
军旅剧场,http://39.134.65.76/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
超级电视,http://39.135.133.156/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
超级电影,http://39.134.65.3/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
咪咕视频,http://221.181.100.64/gslbserv.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=m&channel-id=FifastbLive&Contentid=3000000010000005180
CGTN高清,https://live.tvfix.org/live/cgtnhd/index.m3u8
CGTN记录,https://live.tvfix.org/live/cgtndochd/index.m3u8
海贼王,http://1.94.31.214:35450/huya/16913382?cdn=txcdn
七龙珠,http://1.94.31.214:35450/huya/11601966?cdn=txcdn
异人之下,http://103.193.151.146/huya.php?id=11602065
哆啦A梦,http://1.94.31.214:35450/huya/11601963
蜡笔小新,http://huanqiuzhibo.cn/manifest/huya.php?id=11352970
新动漫台,http://nas.hssvm.com:8888/udp/225.1.1.216:5002
动漫秀场,http://nas.hssvm.com:8888/udp/225.1.1.134:5002
优漫卡通,http://8.138.7.223/tv/dl/jstv.php?id=ymkt&82:5140?=txiptv
优漫卡通,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225656/index.m3u8
金鹰卡通,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225653/index.m3u8
黑莓动画,http://39.134.64.87:6610/PLTV/88888888/224/3221225662/index.m3u8?IASHttpSessionId=
黑莓电影,http://39.134.64.87:6610/PLTV/88888888/224/3221225743/index.m3u8?IASHttpSessionId=
1905电影网.A,http://xxwx.yoesun.com/xxw/1905电影网.php?id=1905a
1905电影网.B,http://120.76.248.139/live/lunbo/ssdy.m3u8?p?id=1905b
无线综合,https://100.061833.xyz/stream/mytv/null-3/stream.m3u8?uid=767836924&u=ef456a&p=29624e2e4c4ccee26ed8f3e0ca1012ea57a8f2191be6149f632250f7036119cc
无线综合,http://tl.061833.xyz/tl/null-3
无线粤曲,https://100.061833.xyz/stream/mytv/null-15/master.m3u8?u=ef456a&p=29624e2e4c4ccee26ed8f3e0ca1012ea57a8f2191be6149f632250f7036119cc
无线粤曲,http://tl.061833.xyz/tl/null-15
无线粤片,https://100.061833.xyz/stream/mytv/null-10/master.m3u8?u=ef456a&p=29624e2e4c4ccee26ed8f3e0ca1012ea57a8f2191be6149f632250f7036119cc
无线粤片,http://tl.061833.xyz/tl/null-10
无线华剧,https://100.061833.xyz/stream/mytv/null-4/master.m3u8?u=ef456a&p=29624e2e4c4ccee26ed8f3e0ca1012ea57a8f2191be6149f632250f7036119cc
无线华剧,http://tl.061833.xyz/tl/null-4
无线亚剧,https://100.061833.xyz/stream/mytv/null-13/master.m3u8?u=ef456a&p=29624e2e4c4ccee26ed8f3e0ca1012ea57a8f2191be6149f632250f7036119cc
无线亚剧,http://tl.061833.xyz/tl/null-13
黄金翡翠,https://100.061833.xyz/stream/mytv/null-2/stream.m3u8?uid=531905549&u=ef456a&p=29624e2e4c4ccee26ed8f3e0ca1012ea57a8f2191be6149f632250f7036119cc
黄金翡翠,http://tl.061833.xyz/tl/null-2
黄金华剧,https://100.061833.xyz/stream/mytv/null-9/stream.m3u8?uid=1912479921&u=ef456a&p=29624e2e4c4ccee26ed8f3e0ca1012ea57a8f2191be6149f632250f7036119cc
黄金华剧,http://tl.061833.xyz/tl/null-9
台湾频道,#genre#
寰宇新闻,https://smt.iktv.ddns-ip.net/Smart.php?id=huanyuxinwen_twn
Tvbs闽南,https://smt.iktv.ddns-ip.net/Smart.php?id=tvbs
Tvbs新闻,https://smt.iktv.ddns-ip.net/Smart.php?id=tvbs_n
Tvbs欢乐,https://smt.iktv.ddns-ip.net/Smart.php?id=tvbshuanle_twn
年代新闻,https://smt.iktv.ddns-ip.net/Smart.php?id=niandainews_twn
民视闽南,https://smt.iktv.ddns-ip.net/Smart.php?id=ftvhd_taiwan
民视新闻,https://smt.iktv.ddns-ip.net/Smart.php?id=ftvnew_taiwan
民视台湾,https://smt.iktv.ddns-ip.net/Smart.php?id=ftvtaiwan_twn
台视闽南,https://smt.iktv.ddns-ip.net/Smart.php?id=ttv_taiwan
台视新闻,https://smt.iktv.ddns-ip.net/Smart.php?id=ttvnews_twn
台视综合,https://smt.iktv.ddns-ip.net/Smart.php?id=ttvzhonghe
中视闽南,https://smt.iktv.ddns-ip.net/Smart.php?id=zhongshihd_twn
中视经典,https://smt.iktv.ddns-ip.net/Smart.php?id=zhongshi_twn
中天新闻,https://smt.iktv.ddns-ip.net/Smart.php?id=ctinews
中天娱乐,https://smt.iktv.ddns-ip.net/Smart.php?id=ctient
中天综合,https://smt.iktv.ddns-ip.net/Smart.php?id=ctizhonghe
中天亚洲,https://smt.iktv.ddns-ip.net/Smart.php?id=ctiasia_twn
八大第一,https://smt.iktv.ddns-ip.net/Smart.php?id=badafirst
八大综合,https://smt.iktv.ddns-ip.net/Smart.php?id=badazhonghe
八大戏剧,https://smt.iktv.ddns-ip.net/Smart.php?id=badadrama
东森新闻,https://smt.iktv.ddns-ip.net/Smart.php?id=ettvnews
东森电影,https://smt.iktv.ddns-ip.net/Smart.php?id=ettvmovie
东森戏剧,https://smt.iktv.ddns-ip.net/Smart.php?id=ettvdrama
东森洋片,https://smt.iktv.ddns-ip.net/Smart.php?id=ettvwestern
东森综合,https://smt.iktv.ddns-ip.net/Smart.php?id=ettvzhonghe
东森幼幼,https://smt.iktv.ddns-ip.net/Smart.php?id=yoyo_twn
东森财经,https://smt.iktv.ddns-ip.net/Smart.php?id=ettvcaijing_twn
信吉音乐,https://smt.iktv.ddns-ip.net/Smart.php?id=huanyutaiwan_twn
信吉音乐,https://smt.iktv.ddns-ip.net/Smart.php?id=huanyutaiwan_twn&ts=124254_1749277277.ts&token=8ee0cbde3d0fa89a0e77a8a419eccb23%3A1749314576
华艺中文,https://smt.iktv.ddns-ip.net/Smart.php?id=weishichinese_twn
阿里郎台,https://smt.iktv.ddns-ip.net/Smart.php?id=arirang_twn
Axn电影,https://smt.iktv.ddns-ip.net/Smart.php?id=axn_twn
Clnemax,https://smt.iktv.ddns-ip.net/Smart.php?id=cinemax_twn
HBO高清,https://smt.iktv.ddns-ip.net/Smart.php?id=hbohd_twn
HBO家庭,https://smt.iktv.ddns-ip.net/Smart.php?id=fyi_twn
好来电影,https://smt.iktv.ddns-ip.net/Smart.php?id=hollywoodmovies_twn
美亚电影,http://cdn9.163189.xyz/smt1.1.php?id=meiyamovie_twn
天映电影,https://smt.iktv.ddns-ip.net/Smart.php?id=ctv18_twn
龙祥电影,https://smt.iktv.ddns-ip.net/Smart.php?id=lungxiangtime_twn
龙华电影,https://smt.iktv.ddns-ip.net/Smart.php?id=xingwei_movie
龙华戏剧,https://smt.iktv.ddns-ip.net/Smart.php?id=lunghuaxiju_twn
龙华偶像,https://smt.iktv.ddns-ip.net/Smart.php?id=lunghuaidol_twn
龙华洋片,https://smt.iktv.ddns-ip.net/Smart.php?id=lunghuajingdian_twn
纬来电影,https://smt.iktv.ddns-ip.net/Smart.php?id=videolandmovie
纬来日本,https://smt.iktv.ddns-ip.net/Smart.php?id=videolandjapan
纬来综合,https://smt.iktv.ddns-ip.net/Smart.php?id=videolandzonghe
纬来体育,https://smt.iktv.ddns-ip.net/Smart.php?id=videolandsport
靖天国际,https://smt.iktv.ddns-ip.net/Smart.php?id=jingtianintl_twn
靖天卡通,https://smt.iktv.ddns-ip.net/Smart.php?id=jingtiancartoon_twn
大爱壹台,https://smt.iktv.ddns-ip.net/Smart.php?id=daai_twn
大爱貮台,https://smt.iktv.ddns-ip.net/Smart.php?id=daai2_twn
好消息貮,https://smt.iktv.ddns-ip.net/Smart.php?id=good2_twn
三立台湾,https://smt.iktv.ddns-ip.net/Smart.php?id=sanlitaiwan
