綜合其他,#genre#
靖天綜合,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv046/index.m3u8
靖天日本,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv047/index.m3u8
Arirang TV,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv079/index.m3u8
TVBS HD,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv073/index.m3u8
靖天育樂,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv062/index.m3u8
靖天國際,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv063/index.m3u8
靖天歡樂,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv054/index.m3u8
靖天資訊,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv065/index.m3u8
韓國娛樂台,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv016/index.m3u8
好消息,http://xn--elt51t.azip.dpdns.org:5008/li-litv-ftv16/index.m3u8
好消息2台,http://xn--elt51t.azip.dpdns.org:5008/li-litv-ftv17/index.m3u8
國會頻道1,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv084/index.m3u8
國會頻道2,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv085/index.m3u8
台視HD,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv066/index.m3u8
台視HD,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv066/index.m3u8
中視,http://xn--elt51t.azip.dpdns.org:5008/of-4gtv-4gtv040/index.m3u8
華視,http://xn--elt51t.azip.dpdns.org:5008/of-4gtv-4gtv041/index.m3u8
好消息,http://xn--elt51t.azip.dpdns.org:5008/of-litv-ftv16/index.m3u8
好消息2台,http://xn--elt51t.azip.dpdns.org:5008/of-litv-ftv17/index.m3u8
國會頻道1,http://xn--elt51t.azip.dpdns.org:5008/of-4gtv-4gtv084/index.m3u8
國會頻道2,http://xn--elt51t.azip.dpdns.org:5008/of-4gtv-4gtv085/index.m3u8

電影戲劇,#genre#
中視經典台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv080/index.m3u8
ROCK Entertainment,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live080/index.m3u8
公視戲劇,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv042/index.m3u8
民視影劇,http://xn--elt51t.azip.dpdns.org:5008/litv-ftv09/index.m3u8
HITS,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live620/index.m3u8
霹靂布袋戲,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live145/index.m3u8
靖天戲劇,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv058/index.m3u8
靖洋戲劇,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv045/index.m3u8
金光布袋戲,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live144/index.m3u8
ROCK Action,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live138/index.m3u8
采昌影劇,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv049/index.m3u8
靖天映畫,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv055/index.m3u8
靖天電影,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv061/index.m3u8
影迷數位電影台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv011/index.m3u8
amc 電影台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv017/index.m3u8
Cinema World,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live069/index.m3u8
歐洲光影,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live157/index.m3u8
TVBS台劇台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live088/index.m3u8
經典電影台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live021/index.m3u8
戲劇免費看1台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live010/index.m3u8
中視經典台,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv080/index.m3u8
龍華洋片,http://xn--elt51t.azip.dpdns.org:5008/li-litv-longturn02/index.m3u8
龍華電影,http://xn--elt51t.azip.dpdns.org:5008/li-litv-longturn03/index.m3u8
龍華日韓,http://xn--elt51t.azip.dpdns.org:5008/li-litv-longturn11/index.m3u8
龍華偶像,http://xn--elt51t.azip.dpdns.org:5008/li-litv-longturn12/index.m3u8
龍華戲劇,http://xn--elt51t.azip.dpdns.org:5008/li-litv-longturn18/index.m3u8
龍華經典,http://xn--elt51t.azip.dpdns.org:5008/li-litv-longturn21/index.m3u8
公視戲劇,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv042/index.m3u8
民視影劇,http://xn--elt51t.azip.dpdns.org:5008/li-litv-ftv09/index.m3u8
靖天戲劇,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv058/index.m3u8
靖洋戲劇,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv045/index.m3u8
采昌影劇,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv049/index.m3u8
靖天映畫,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv055/index.m3u8
靖天電影,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv061/index.m3u8
影迷數位電影台,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv011/index.m3u8
amc 電影台,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv017/index.m3u8
台灣戲劇台,http://xn--elt51t.azip.dpdns.org:5008/li-litv-longturn22/index.m3u8
台灣戲劇台,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn22/index.m3u8
龍華洋片,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn02/index.m3u8
龍華電影,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn03/index.m3u8
龍華日韓,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn11/index.m3u8
龍華偶像,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn12/index.m3u8
龍華戲劇,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn18/index.m3u8
龍華經典,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn21/index.m3u8

音樂綜藝,#genre#
八大綜藝,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv039/index.m3u8
TVBS精采台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv067/index.m3u8
ELTA娛樂,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv070/index.m3u8
民視綜藝,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv004/index.m3u8
豬哥亮歌廳秀,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv006/index.m3u8
TVBS歡樂台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv068/index.m3u8
電影原聲台 CMusic,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live031/index.m3u8
Trace Urban,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv082/index.m3u8
MTV Live,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live025/index.m3u8
MEZZO LIVE HD,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv083/index.m3u8
CLASSICA 古典樂,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv059/index.m3u8
八大精彩,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv034/index.m3u8
TVBS綜藝台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live087/index.m3u8
八大綜藝,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv039/index.m3u8
TVBS精采台,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv067/index.m3u8
ELTA娛樂,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv070/index.m3u8
民視綜藝,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv004/index.m3u8
豬哥亮歌廳秀,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv006/index.m3u8
TVBS歡樂台,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv068/index.m3u8
Trace Urban,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv082/index.m3u8
MEZZO LIVE HD,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv083/index.m3u8
CLASSICA 古典樂,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv059/index.m3u8
八大精彩,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv034/index.m3u8

生活旅遊,#genre#
Global Trekker,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live112/index.m3u8
Lifetime,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live029/index.m3u8
INULTRA,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live096/index.m3u8
Pet Club TV,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live110/index.m3u8
民視旅遊,http://xn--elt51t.azip.dpdns.org:5008/litv-ftv07/index.m3u8
滾動力 Rollor,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live012/index.m3u8
亞洲旅遊,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv076/index.m3u8
FUN 4K探索娛樂,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live011/index.m3u8
幸福空間居家台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live206/index.m3u8
LOVE NATURE,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live208/index.m3u8
ELTA生活旅遊,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live120/index.m3u8
LUXE TV,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live121/index.m3u8
TV5MONDE Style,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live122/index.m3u8
MagellanTV頻道,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live123/index.m3u8
民視旅遊,http://xn--elt51t.azip.dpdns.org:5008/li-litv-ftv07/index.m3u8
亞洲旅遊,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv076/index.m3u8
Smart知識台,http://xn--elt51t.azip.dpdns.org:5008/li-litv-longturn19/index.m3u8
亞洲旅遊,http://xn--elt51t.azip.dpdns.org:5008/of-4gtv-4gtv076/index.m3u8
Smart知識台,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn19/index.m3u8

兒童卡通,#genre#
LiveABC 互動英語台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live030/index.m3u8
達文西,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv018/index.m3u8
ELTV生活英語台,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn20/index.m3u8
Nick Jr.,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live032/index.m3u8
Nickelodeon,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live105/index.m3u8
DreamWorks,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live017/index.m3u8
靖天卡通台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv044/index.m3u8
靖洋卡通,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv057/index.m3u8
MOMO親子,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live107/index.m3u8
經典卡通台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live022/index.m3u8
精選動漫台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live024/index.m3u8
龍華卡通,http://xn--elt51t.azip.dpdns.org:5008/li-litv-longturn01/index.m3u8
達文西,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv018/index.m3u8
ELTV生活英語台,http://xn--elt51t.azip.dpdns.org:5008/li-litv-longturn20/index.m3u8
靖天卡通台,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv044/index.m3u8
靖洋卡通,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv057/index.m3u8
ELTV生活英語台,http://xn--elt51t.azip.dpdns.org:5008/of-litv-longturn20/index.m3u8
龍華卡通,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn01/index.m3u8

新聞財經,#genre#
鏡電視新聞台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv075/index.m3u8
東森新聞,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv152/index.m3u8
華視新聞台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv052/index.m3u8
民視新聞,http://xn--elt51t.azip.dpdns.org:5008/litv-ftv13/index.m3u8
三立iNEWS,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live089/index.m3u8
東森財經新聞,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv153/index.m3u8
中視新聞台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv074/index.m3u8
中天新聞台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv009/index.m3u8
BLOOMBERG TV,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live059/index.m3u8
寰宇新聞,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn14/index.m3u8
寰宇新聞台灣台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv156/index.m3u8
SBN 全球財經台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live060/index.m3u8
寰宇財經,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv158/index.m3u8
FRANCE24 英文台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live146/index.m3u8
半島國際新聞台,http://xn--elt51t.azip.dpdns.org:5008/litv-ftv10/index.m3u8
VOA 美國之音,http://xn--elt51t.azip.dpdns.org:5008/litv-ftv03/index.m3u8
CNBC Asia 財經台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live130/index.m3u8
DW德國之聲,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live071/index.m3u8
非凡新聞,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv010/index.m3u8
非凡商業,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv048/index.m3u8
台視財經台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv056/index.m3u8
鏡電視新聞台,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv075/index.m3u8
東森新聞,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv152/index.m3u8
民視新聞,http://xn--elt51t.azip.dpdns.org:5008/li-litv-ftv13/index.m3u8
TVBS新聞台,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv072/index.m3u8
東森財經新聞,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv153/index.m3u8
中視新聞台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv074/index.m3u8
中天新聞台,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv009/index.m3u8
寰宇新聞,http://xn--elt51t.azip.dpdns.org:5008/li-litv-longturn14/index.m3u8
寰宇新聞台灣台,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv156/index.m3u8
寰宇財經,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv158/index.m3u8
半島國際新聞台,http://xn--elt51t.azip.dpdns.org:5008/li-litv-ftv10/index.m3u8
VOA 美國之音,http://xn--elt51t.azip.dpdns.org:5008/li-litv-ftv03/index.m3u8
台視新聞台,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv051/index.m3u8
第1商業台,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv104/index.m3u8
台視新聞台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv051/index.m3u8
中視新聞台,http://xn--elt51t.azip.dpdns.org:5008/of-4gtv-4gtv074/index.m3u8
中天新聞台,http://xn--elt51t.azip.dpdns.org:5008/of-4gtv-4gtv009/index.m3u8
寰宇新聞,http://xn--elt51t.azip.dpdns.org:5008/of-litv-longturn14/index.m3u8
寰宇新聞台灣台,http://xn--elt51t.azip.dpdns.org:5008/of-4gtv-4gtv156/index.m3u8
寰宇財經,http://xn--elt51t.azip.dpdns.org:5008/of-4gtv-4gtv158/index.m3u8
第1商業台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv104/index.m3u8
三立iNEWS,http://xn--elt51t.azip.dpdns.org:5008/iNEWS/index.m3u8
倪珍播新聞,http://xn--elt51t.azip.dpdns.org:5008/nnews-zh/index.m3u8
倪珍英語新聞,http://xn--elt51t.azip.dpdns.org:5008/nnews-en/index.m3u8
倪珍越語新聞,http://xn--elt51t.azip.dpdns.org:5008/nnews-vn/index.m3u8

體育競技,#genre#
TRACE Sport Stars,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv077/index.m3u8
智林體育,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv101/index.m3u8
時尚運動X,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv014/index.m3u8
車迷 TV,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live201/index.m3u8
GINX Esports TV,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv053/index.m3u8
博斯魅力,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn04/index.m3u8
博斯高球I,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn05/index.m3u8
博斯高球II,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn06/index.m3u8
博斯運動I,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn07/index.m3u8
博斯運動II,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn08/index.m3u8
博斯網球,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn09/index.m3u8
博斯無限I,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn10/index.m3u8
博斯無限II,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn13/index.m3u8
TRACE Sport Stars,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv077/index.m3u8
智林體育,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv101/index.m3u8
時尚運動X,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv014/index.m3u8
GINX Esports TV,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv053/index.m3u8

紀實探索,#genre#
歷史頻道,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live026/index.m3u8
CI 罪案偵查頻道,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live027/index.m3u8
視納華仁紀實頻道,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv013/index.m3u8
影迷數位紀實台,http://xn--elt51t.azip.dpdns.org:5008/litv-ftv15/index.m3u8
視納華仁紀實頻道,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv013/index.m3u8
影迷數位紀實台,http://xn--elt51t.azip.dpdns.org:5008/li-litv-ftv15/index.m3u8

歐飛點播,#genre#
公視金獎台,http://xn--elt51t.azip.dpdns.org:5008/ofiii13/index.m3u8
哆啦Ａ夢台,http://xn--elt51t.azip.dpdns.org:5008/ofiii22/index.m3u8
新哆啦A夢(中文版),http://xn--elt51t.azip.dpdns.org:5008/ofiii23/index.m3u8
TVBS食尚玩家,http://xn--elt51t.azip.dpdns.org:5008/ofiii31/index.m3u8
東森娛樂台,http://xn--elt51t.azip.dpdns.org:5008/ofiii32/index.m3u8
中天亞洲精采台,http://xn--elt51t.azip.dpdns.org:5008/ofiii36/index.m3u8
經典劇場,http://xn--elt51t.azip.dpdns.org:5008/ofiii38/index.m3u8
Yes娛樂,http://xn--elt51t.azip.dpdns.org:5008/ofiii47/index.m3u8
Focus風采戲劇台,http://xn--elt51t.azip.dpdns.org:5008/ofiii1048/index.m3u8
掏掏新聞,http://xn--elt51t.azip.dpdns.org:5008/ofiii50/index.m3u8
柯文哲政治風波,http://xn--elt51t.azip.dpdns.org:5008/ofiii51/index.m3u8
國際大小事,http://xn--elt51t.azip.dpdns.org:5008/ofiii55/index.m3u8
第1財經,http://xn--elt51t.azip.dpdns.org:5008/ofiii64/index.m3u8
Golden 強片台,http://xn--elt51t.azip.dpdns.org:5008/ofiii70/index.m3u8
周星馳台,http://xn--elt51t.azip.dpdns.org:5008/ofiii73/index.m3u8
歐飛電影台,http://xn--elt51t.azip.dpdns.org:5008/ofiii74/index.m3u8
歐飛動作電影台,http://xn--elt51t.azip.dpdns.org:5008/ofiii75/index.m3u8
Focus探索新知台,http://xn--elt51t.azip.dpdns.org:5008/ofiii82/index.m3u8
鄉民大學問,http://xn--elt51t.azip.dpdns.org:5008/ofiii83/index.m3u8
野球名人房,http://xn--elt51t.azip.dpdns.org:5008/ofiii84/index.m3u8
社會NOW什麼,http://xn--elt51t.azip.dpdns.org:5008/ofiii85/index.m3u8
啦啦隊獨家專訪,http://xn--elt51t.azip.dpdns.org:5008/ofiii88/index.m3u8
泰可愛旋風,http://xn--elt51t.azip.dpdns.org:5008/ofiii89/index.m3u8
演唱會直擊,http://xn--elt51t.azip.dpdns.org:5008/ofiii91/index.m3u8
健康問良醫,http://xn--elt51t.azip.dpdns.org:5008/ofiii92/index.m3u8
ASMR行車紀錄,http://xn--elt51t.azip.dpdns.org:5008/ofiii94/index.m3u8
Freeman @台灣,http://xn--elt51t.azip.dpdns.org:5008/ofiii95/index.m3u8
饕客揪愛吃,http://xn--elt51t.azip.dpdns.org:5008/ofiii96/index.m3u8
人氣動漫預告,http://xn--elt51t.azip.dpdns.org:5008/ofiii97/index.m3u8
銀髮聚樂部,http://xn--elt51t.azip.dpdns.org:5008/ofiii99/index.m3u8
錦繡安寧,http://xn--elt51t.azip.dpdns.org:5008/ofiii100/index.m3u8
琅琊榜,http://xn--elt51t.azip.dpdns.org:5008/ofiii101/index.m3u8
扶搖,http://xn--elt51t.azip.dpdns.org:5008/ofiii102/index.m3u8
三國,http://xn--elt51t.azip.dpdns.org:5008/ofiii103/index.m3u8
武媚娘傳奇,http://xn--elt51t.azip.dpdns.org:5008/ofiii104/index.m3u8
長樂曲,http://xn--elt51t.azip.dpdns.org:5008/ofiii105/index.m3u8
軍師聯盟,http://xn--elt51t.azip.dpdns.org:5008/ofiii106/index.m3u8
軍師聯盟2 虎嘯龍吟,http://xn--elt51t.azip.dpdns.org:5008/ofiii107/index.m3u8
東宮(完整版),http://xn--elt51t.azip.dpdns.org:5008/ofiii108/index.m3u8
國色芳華,http://xn--elt51t.azip.dpdns.org:5008/ofiii109/index.m3u8
楚喬傳,http://xn--elt51t.azip.dpdns.org:5008/ofiii110/index.m3u8
倚天屠龍記 2019,http://xn--elt51t.azip.dpdns.org:5008/ofiii111/index.m3u8
披荊斬棘的大小姐,http://xn--elt51t.azip.dpdns.org:5008/ofiii112/index.m3u8
步步驚心,http://xn--elt51t.azip.dpdns.org:5008/ofiii113/index.m3u8
九重紫,http://xn--elt51t.azip.dpdns.org:5008/ofiii114/index.m3u8
私藏浪漫,http://xn--elt51t.azip.dpdns.org:5008/ofiii115/index.m3u8
去有風的地方,http://xn--elt51t.azip.dpdns.org:5008/ofiii116/index.m3u8
以愛為營,http://xn--elt51t.azip.dpdns.org:5008/ofiii117/index.m3u8
向風而行,http://xn--elt51t.azip.dpdns.org:5008/ofiii118/index.m3u8
以家人之名,http://xn--elt51t.azip.dpdns.org:5008/ofiii119/index.m3u8
獵狐,http://xn--elt51t.azip.dpdns.org:5008/ofiii120/index.m3u8
好運家,http://xn--elt51t.azip.dpdns.org:5008/ofiii121/index.m3u8
請叫我總監,http://xn--elt51t.azip.dpdns.org:5008/ofiii122/index.m3u8
司藤,http://xn--elt51t.azip.dpdns.org:5008/ofiii123/index.m3u8
月嫂先生,http://xn--elt51t.azip.dpdns.org:5008/ofiii124/index.m3u8
豬哥壹級棒,http://xn--elt51t.azip.dpdns.org:5008/ofiii126/index.m3u8
醫師好辣,http://xn--elt51t.azip.dpdns.org:5008/ofiii128/index.m3u8
