央卫频道,#genre#
湖北卫视,http://123.118.98.52:3391/rtp/239.3.1.138:8044$北京联通
湖南卫视,http://123.118.98.52:3391/rtp/239.3.1.132:8012$北京联通
吉林卫视,http://123.118.98.52:3391/rtp/239.3.1.240:8172$北京联通
江苏卫视,http://123.118.98.52:3391/rtp/239.3.1.135:8028$北京联通
江西卫视,http://123.118.98.52:3391/rtp/239.3.1.123:8164$北京联通
辽宁卫视,http://123.118.98.52:3391/rtp/239.3.1.210:8056$北京联通
南方卫视,http://123.118.98.52:3391/rtp/239.3.1.161:8001$北京联通
内蒙古卫视,http://123.118.98.52:3391/rtp/239.3.1.43:8176$北京联通
宁夏卫视,http://123.118.98.52:3391/rtp/239.3.1.46:8124$北京联通
青海卫视,http://123.118.98.52:3391/rtp/239.3.1.44:8184$北京联通
三沙卫视,http://123.118.98.52:3391/rtp/239.3.1.155:4120$北京联通
厦门卫视,http://123.118.98.52:3391/rtp/239.3.1.143:4120$北京联通
山东卫视,http://123.118.98.52:3391/rtp/239.3.1.209:8052$北京联通
山西卫视,http://123.118.98.52:3391/rtp/239.3.1.42:8172$北京联通
陕西卫视,http://123.118.98.52:3391/rtp/239.3.1.41:8140$北京联通
深圳卫视,http://123.118.98.52:3391/rtp/239.3.1.134:8020$北京联通
四川卫视,http://123.118.98.52:3391/rtp/239.3.1.29:8288$北京联通
天津卫视,http://123.118.98.52:3391/rtp/239.3.1.141:1234$北京联通
西藏卫视,http://123.118.98.52:3391/rtp/239.3.1.47:8164$北京联通
新疆卫视,http://123.118.98.52:3391/rtp/239.3.1.48:8160$北京联通
云南卫视,http://123.118.98.52:3391/rtp/239.3.1.26:8108$北京联通
浙江卫视,http://123.118.98.52:3391/rtp/239.3.1.137:8036$北京联通
重庆卫视,http://123.118.98.52:3391/rtp/239.3.1.122:8160$北京联通

CCTV-1,http://iworknet.cn:8888/rtp/239.254.96.96:8550
CCTV-2,http://iworknet.cn:8888/rtp/239.69.1.102:10250
CCTV-3,http://iworknet.cn:8888/rtp/239.69.1.122:10370
CCTV-4,http://iworknet.cn:8888/rtp/239.69.1.138:10466
CCTV-5,http://iworknet.cn:8888/rtp/239.69.1.123:10376
CCTV-6,http://iworknet.cn:8888/rtp/239.69.1.124:10382
CCTV-7,http://iworknet.cn:8888/rtp/239.69.1.103:10256
CCTV-8,http://iworknet.cn:8888/rtp/239.69.1.125:10388
CCTV-9,http://iworknet.cn:8888/rtp/239.69.1.104:10262
CCTV-10,http://iworknet.cn:8888/rtp/239.69.1.105:10268
CCTV-11,http://iworknet.cn:8888/rtp/239.69.1.154:10560
CCTV-12,http://iworknet.cn:8888/rtp/239.69.1.106:10274
CCTV-13,http://iworknet.cn:8888/rtp/239.254.96.161:9040
CCTV-14,http://iworknet.cn:8888/rtp/239.69.1.107:10280
CCTV-15,http://iworknet.cn:8888/rtp/239.69.1.155:10566
CCTV-16,http://iworknet.cn:8888/rtp/239.69.1.247:11124
CCTV-17,http://iworknet.cn:8888/rtp/239.69.1.152:10548
CCTV-5+,http://iworknet.cn:8888/rtp/239.254.96.234:9484
湖北卫视,http://iworknet.cn:8888/rtp/239.254.96.115:8664
河北卫视,http://iworknet.cn:8888/rtp/239.254.96.113:9616
深圳卫视,http://iworknet.cn:8888/rtp/239.254.96.137:8896
黑龙江卫视,http://iworknet.cn:8888/rtp/239.254.96.138:8902
湖南卫视,http://iworknet.cn:8888/rtp/239.254.96.139:8908
广东卫视,http://iworknet.cn:8888/rtp/239.254.96.140:8914
北京卫视,http://iworknet.cn:8888/rtp/239.254.96.141:8920
东方卫视,http://iworknet.cn:8888/rtp/239.254.96.142:8926
浙江卫视,http://iworknet.cn:8888/rtp/239.254.96.143:8932
江苏卫视,http://iworknet.cn:8888/rtp/239.254.96.144:8938
天津卫视,http://iworknet.cn:8888/rtp/239.69.1.68:10048
山东卫视,http://iworknet.cn:8888/rtp/239.69.1.69:10054
安徽卫视,http://iworknet.cn:8888/rtp/239.69.1.70:10060
辽宁卫视,http://iworknet.cn:8888/rtp/239.69.1.71:10066
东南卫视,http://iworknet.cn:8888/rtp/239.69.1.108:10286
江西卫视,http://iworknet.cn:8888/rtp/239.69.1.126:10394
重庆卫视,http://iworknet.cn:8888/rtp/239.69.1.149:10530
贵州卫视,http://iworknet.cn:8888/rtp/239.69.1.150:10536
海南卫视,http://iworknet.cn:8888/rtp/239.69.1.151:10542
河南卫视,http://iworknet.cn:8888/rtp/239.69.1.168:10644
四川卫视,http://iworknet.cn:8888/rtp/239.69.1.169:10650
广西卫视,http://iworknet.cn:8888/rtp/239.69.1.191:10788
吉林卫视,http://iworknet.cn:8888/rtp/239.69.1.212:10914
河北卫视,http://iworknet.cn:8888/rtp/239.69.1.157:10578
东方卫视,http://iworknet.cn:8888/rtp/239.69.1.173:10674
江苏卫视,http://iworknet.cn:8888/rtp/239.69.1.174:10680

CCTV-1,http://61.136.81.39:5957/rtp/225.1.4.73:1102
CCTV-2,http://61.136.81.39:5957/rtp/225.1.4.74:1103
CCTV-3,http://61.136.81.39:5957/rtp/225.1.4.158:1194
CCTV-4,http://61.136.81.39:5957/rtp/225.1.5.30:1333
CCTV-5,http://61.136.81.39:5957/rtp/225.1.4.159:1195
CCTV-6,http://61.136.81.39:5957/rtp/225.1.4.160:1196
CCTV-7,http://61.136.81.39:5957/rtp/225.1.4.76:1105
CCTV-8,http://61.136.81.39:5957/rtp/225.1.4.161:1197
CCTV-9,http://61.136.81.39:5957/rtp/225.1.4.77:1106
CCTV-10,http://61.136.81.39:5957/rtp/225.1.4.78:1107
CCTV-11,http://61.136.81.39:5957/rtp/225.1.4.215:1268
CCTV-12,http://61.136.81.39:5957/rtp/225.1.4.79:1108
CCTV-13,http://61.136.81.39:5957/rtp/225.1.4.113:1293
CCTV-14,http://61.136.81.39:5957/rtp/225.1.4.80:1109
CCTV-15,http://61.136.81.39:5957/rtp/225.1.4.216:1269
CCTV-16,http://61.136.81.39:5957/rtp/225.1.5.46:1356
CCTV-17,http://61.136.81.39:5957/rtp/225.1.4.226:2506
CCTV-5＋,http://61.136.81.39:5957/rtp/225.1.4.75:1104
河南卫视,http://61.136.81.39:5957/rtp/225.1.4.98:1127
湖南卫视,http://61.136.81.39:5957/rtp/225.1.4.82:1111
江苏卫视,http://61.136.81.39:5957/rtp/225.1.4.83:1112
浙江卫视,http://61.136.81.39:5957/rtp/225.1.4.84:1113
北京卫视,http://61.136.81.39:5957/rtp/225.1.4.81:1110
东方卫视,http://61.136.81.39:5957/rtp/225.1.4.85:1114
天津卫视,http://61.136.81.39:5957/rtp/225.1.4.86:1115
山东卫视,http://61.136.81.39:5957/rtp/225.1.4.88:1117
安徽卫视,http://61.136.81.39:5957/rtp/225.1.4.87:1116
深圳卫视,http://61.136.81.39:5957/rtp/225.1.4.90:1119
江西卫视,http://61.136.81.39:5957/rtp/225.1.4.139:1305
湖北卫视,http://61.136.81.39:5957/rtp/225.1.4.89:1118
四川卫视,http://61.136.81.39:5957/rtp/225.1.4.151:1306
黑龙江卫视,http://61.136.81.39:5957/rtp/225.1.4.91:1120
云南卫视,http://61.136.81.39:5957/rtp/225.1.4.152:1307
贵州卫视,http://61.136.81.39:5957/rtp/225.1.4.122:1302
辽宁卫视,http://61.136.81.39:5957/rtp/225.1.4.167:1208
东南卫视,http://61.136.81.39:5957/rtp/225.1.4.228:1274
重庆卫视,http://61.136.81.39:5957/rtp/225.1.4.157:1308
广东卫视,http://61.136.81.39:5957/rtp/225.1.4.166:1207
广西卫视,http://61.136.81.39:5957/rtp/225.1.4.31:1060
河北卫视,http://61.136.81.39:5957/rtp/225.1.4.123:1304
海南卫视,http://61.136.81.39:5957/rtp/225.1.4.25:1054
吉林卫视,http://61.136.81.39:5957/rtp/225.1.4.174:1309
山西卫视,http://61.136.81.39:5957/rtp/225.1.4.38:1067
陕西卫视,http://61.136.81.39:5957/rtp/225.1.4.39:1068
甘肃卫视,http://61.136.81.39:5957/rtp/225.1.4.42:1071
宁夏卫视,http://61.136.81.39:5957/rtp/225.1.4.43:1072
青海卫视,http://61.136.81.39:5957/rtp/225.1.4.44:1073
内蒙古卫视,http://61.136.81.39:5957/rtp/225.1.4.45:1074
西藏卫视,http://61.136.81.39:5957/rtp/225.1.4.46:1075
新疆卫视,http://61.136.81.39:5957/rtp/225.1.4.47:1076
厦门卫视,http://61.136.81.39:5957/rtp/225.1.4.95:1124
兵团卫视,http://61.136.81.39:5957/rtp/225.1.4.97:1126
三沙卫视,http://61.136.81.39:5957/rtp/225.1.4.234:1280
海南卫视,http://61.136.81.39:5957/rtp/225.1.4.195:1310
CCTV-1,http://61.136.81.39:5957/rtp/225.1.4.1:1030
CCTV-2,http://61.136.81.39:5957/rtp/225.1.4.2:1031
CCTV-4,http://61.136.81.39:5957/rtp/225.1.4.4:1033
CCTV-7,http://61.136.81.39:5957/rtp/225.1.4.7:1036
CCTV-9,http://61.136.81.39:5957/rtp/225.1.4.9:1038
CCTV-10,http://61.136.81.39:5957/rtp/225.1.4.10:1039
CCTV-11,http://61.136.81.39:5957/rtp/225.1.4.11:1040
CCTV-12,http://61.136.81.39:5957/rtp/225.1.4.12:1041
CCTV-13,http://61.136.81.39:5957/rtp/225.1.4.13:1042
CCTV-14,http://61.136.81.39:5957/rtp/225.1.4.14:1043
CCTV-15,http://61.136.81.39:5957/rtp/225.1.4.15:1044
CCTV-17,http://61.136.81.39:5957/rtp/225.1.4.227:2507
河南卫视,http://61.136.81.39:5957/rtp/225.1.4.51:1080
浙江卫视,http://61.136.81.39:5957/rtp/225.1.4.19:1048
东方卫视,http://61.136.81.39:5957/rtp/225.1.4.22:1051
天津卫视,http://61.136.81.39:5957/rtp/225.1.4.24:1053
安徽卫视,http://61.136.81.39:5957/rtp/225.1.4.20:1049
山东卫视,http://61.136.81.39:5957/rtp/225.1.4.27:1056
湖北卫视,http://61.136.81.39:5957/rtp/225.1.4.35:1064
深圳卫视,http://61.136.81.39:5957/rtp/225.1.4.23:1052
黑龙江卫视,http://61.136.81.39:5957/rtp/225.1.4.28:1057
北京卫视,http://61.136.81.39:5957/rtp/225.1.4.21:1050
湖南卫视,http://61.136.81.39:5957/rtp/225.1.4.17:1046
江苏卫视,http://61.136.81.39:5957/rtp/225.1.4.18:1047
广东卫视,http://61.136.81.39:5957/rtp/225.1.4.30:1059
辽宁卫视,http://61.136.81.39:5957/rtp/225.1.4.26:1055
东南卫视,http://61.136.81.39:5957/rtp/225.1.4.32:1061
贵州卫视,http://61.136.81.39:5957/rtp/225.1.4.41:1070
河北卫视,http://61.136.81.39:5957/rtp/225.1.4.34:1063
江西卫视,http://61.136.81.39:5957/rtp/225.1.4.37:1066
四川卫视,http://61.136.81.39:5957/rtp/225.1.4.40:1069
云南卫视,http://61.136.81.39:5957/rtp/225.1.4.33:1062
重庆卫视,http://61.136.81.39:5957/rtp/225.1.4.29:1058
吉林卫视,http://61.136.81.39:5957/rtp/225.1.4.36:1065
河南卫视,http://61.136.81.39:5957/rtp/225.1.4.254:1300

CCTV-1,http://btjg.net:809/hls/1/index.m3u8$btjg
CCTV-2,http://btjg.net:809/hls/2/index.m3u8$btjg
CCTV-3,http://btjg.net:809/hls/3/index.m3u8$btjg
CCTV-4,http://btjg.net:809/hls/4/index.m3u8$btjg
CCTV-5,http://btjg.net:809/hls/5/index.m3u8$btjg
CCTV-6,http://btjg.net:809/hls/6/index.m3u8$btjg
CCTV-7,http://btjg.net:809/hls/7/index.m3u8$btjg
CCTV-8,http://btjg.net:809/hls/8/index.m3u8$btjg
CCTV-9,http://btjg.net:809/hls/9/index.m3u8$btjg
CCTV-10,http://btjg.net:809/hls/10/index.m3u8$btjg
CCTV-11,http://btjg.net:809/hls/11/index.m3u8$btjg
CCTV-12,http://btjg.net:809/hls/12/index.m3u8$btjg
CCTV-13,http://btjg.net:809/hls/13/index.m3u8$btjg
CCTV-14,http://btjg.net:809/hls/14/index.m3u8$btjg
CCTV-15,http://btjg.net:809/hls/15/index.m3u8$btjg
CCTV-16,http://php.cqshushu.ggff.net/jzb.php?id=cctv16&公众号【医工学习日志】$医工
CCTV-16,http://web9916.w.computerqwq.cf/jzb.php?id=cctv16&公众号【医工学习日志】$医工
CCTV-17,http://btjg.net:809/hls/119/index.m3u8$btjg
CCTV-5+,http://btjg.net:809/hls/17/index.m3u8$btjg
浙江卫视,http://btjg.net:809/hls/29/index.m3u8$btjg
江苏卫视,http://btjg.net:809/hls/30/index.m3u8$btjg
湖北卫视,http://btjg.net:809/hls/31/index.m3u8$btjg
广东卫视,http://btjg.net:809/hls/32/index.m3u8$btjg
山西卫视,http://btjg.net:809/hls/33/index.m3u8$btjg
贵州卫视,http://btjg.net:809/hls/34/index.m3u8$btjg
东方卫视,http://btjg.net:809/hls/35/index.m3u8$btjg
辽宁卫视,http://btjg.net:809/hls/36/index.m3u8$btjg
山东卫视,http://btjg.net:809/hls/37/index.m3u8$btjg
吉林卫视,http://btjg.net:809/hls/38/index.m3u8$btjg
黑龙江卫视,http://btjg.net:809/hls/39/index.m3u8$btjg
广西卫视,http://btjg.net:809/hls/40/index.m3u8$btjg
甘肃卫视,http://btjg.net:809/hls/63/index.m3u8$btjg
安徽卫视,http://btjg.net:809/hls/42/index.m3u8$btjg
北京卫视,http://btjg.net:809/hls/43/index.m3u8$btjg
东南卫视,http://btjg.net:809/hls/44/index.m3u8$btjg
河北卫视,http://btjg.net:809/hls/45/index.m3u8$btjg
天津卫视,http://btjg.net:809/hls/46/index.m3u8$btjg
湖南卫视,http://btjg.net:809/hls/47/index.m3u8$btjg
四川卫视,http://btjg.net:809/hls/48/index.m3u8$btjg
海南卫视,http://btjg.net:809/hls/61/index.m3u8$btjg
深圳卫视,http://btjg.net:809/hls/50/index.m3u8$btjg
宁夏卫视,http://btjg.net:809/hls/51/index.m3u8$btjg
青海卫视,http://btjg.net:809/hls/62/index.m3u8$btjg
云南卫视,http://btjg.net:809/hls/53/index.m3u8$btjg
重庆卫视,http://btjg.net:809/hls/54/index.m3u8$btjg
河南卫视,http://btjg.net:809/hls/55/index.m3u8$btjg
江西卫视,http://btjg.net:809/hls/56/index.m3u8$btjg
陕西卫视,http://btjg.net:809/hls/64/index.m3u8$btjg
新疆卫视,http://btjg.net:809/hls/111/index.m3u8$btjg
兵团卫视,http://btjg.net:809/hls/41/index.m3u8$btjg
西藏卫视,http://btjg.net:809/hls/140/index.m3u8$btjg
三沙卫视,http://btjg.net:809/hls/142/index.m3u8$btjg


CCTV-1,http://58.48.104.196:4022/rtp/239.254.96.96:8550
CCTV-2,http://58.48.104.196:4022/rtp/239.69.1.102:10250
CCTV-3,http://58.48.104.196:4022/rtp/239.69.1.122:10370
CCTV-4,http://58.48.104.196:4022/rtp/239.69.1.138:10466
CCTV-5,http://58.48.104.196:4022/rtp/239.69.1.123:10376
CCTV-6,http://58.48.104.196:4022/rtp/239.69.1.124:10382
CCTV-7,http://58.48.104.196:4022/rtp/239.69.1.103:10256
CCTV-8,http://58.48.104.196:4022/rtp/239.69.1.125:10388
CCTV-9,http://58.48.104.196:4022/rtp/239.69.1.104:10262
CCTV-10,http://58.48.104.196:4022/rtp/239.69.1.105:10268
CCTV-11,http://58.48.104.196:4022/rtp/239.69.1.154:10560
CCTV-12,http://58.48.104.196:4022/rtp/239.69.1.106:10274
CCTV-13,http://58.48.104.196:4022/rtp/239.254.96.161:9040
CCTV-14,http://58.48.104.196:4022/rtp/239.69.1.107:10280
CCTV-15,http://58.48.104.196:4022/rtp/239.69.1.155:10566
CCTV-16,http://58.48.104.196:4022/rtp/239.69.1.247:11124
CCTV-17,http://58.48.104.196:4022/rtp/239.69.1.152:10548
CCTV-5+,http://58.48.104.196:4022/rtp/239.254.96.234:9484
湖北卫视,http://58.48.104.196:4022/rtp/239.254.96.115:8664
河北卫视,http://58.48.104.196:4022/rtp/239.254.96.113:9616
深圳卫视,http://58.48.104.196:4022/rtp/239.254.96.137:8896
黑龙江卫视,http://58.48.104.196:4022/rtp/239.254.96.138:8902
湖南卫视,http://58.48.104.196:4022/rtp/239.254.96.139:8908
广东卫视,http://58.48.104.196:4022/rtp/239.254.96.140:8914
北京卫视,http://58.48.104.196:4022/rtp/239.254.96.141:8920
东方卫视,http://58.48.104.196:4022/rtp/239.254.96.142:8926
浙江卫视,http://58.48.104.196:4022/rtp/239.254.96.143:8932
江苏卫视,http://58.48.104.196:4022/rtp/239.254.96.144:8938
天津卫视,http://58.48.104.196:4022/rtp/239.69.1.68:10048
山东卫视,http://58.48.104.196:4022/rtp/239.69.1.69:10054
安徽卫视,http://58.48.104.196:4022/rtp/239.69.1.70:10060
辽宁卫视,http://58.48.104.196:4022/rtp/239.69.1.71:10066
东南卫视,http://58.48.104.196:4022/rtp/239.69.1.108:10286
江西卫视,http://58.48.104.196:4022/rtp/239.69.1.126:10394
重庆卫视,http://58.48.104.196:4022/rtp/239.69.1.149:10530
贵州卫视,http://58.48.104.196:4022/rtp/239.69.1.150:10536
海南卫视,http://58.48.104.196:4022/rtp/239.69.1.151:10542
河南卫视,http://58.48.104.196:4022/rtp/239.69.1.168:10644
四川卫视,http://58.48.104.196:4022/rtp/239.69.1.169:10650
广西卫视,http://58.48.104.196:4022/rtp/239.69.1.191:10788
吉林卫视,http://58.48.104.196:4022/rtp/239.69.1.212:10914
河北卫视,http://58.48.104.196:4022/rtp/239.69.1.157:10578
东方卫视,http://58.48.104.196:4022/rtp/239.69.1.173:10674
江苏卫视,http://58.48.104.196:4022/rtp/239.69.1.174:10680

CCTV-1,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv1$cdn6
CCTV-2,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv2$cdn6
CCTV-3,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv3$cdn6
CCTV-4,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv4$cdn6
CCTV-5,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv5$cdn6
CCTV-6,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv6$cdn6
CCTV-7,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv7$cdn6
CCTV-8,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv8$cdn6
CCTV-9,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv9$cdn6
CCTV-10,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv10$cdn6
CCTV-11,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv11$cdn6
CCTV-12,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv12$cdn6
CCTV-13,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv13$cdn6
CCTV-14,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv14$cdn6
CCTV-15,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv15$cdn6
CCTV-17,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv17$cdn6
CCTV-5+,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv5p$cdn6
江苏卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=jsws$cdn6
东方卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=dfws$cdn6
北京卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=bjws$cdn6
广东卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=gdws$cdn6
东南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=dnws$cdn6
江西卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=jxws$cdn6
陕西卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=sxws$cdn6
山西卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=shanxws$cdn6
河南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=henws$cdn6
吉林卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=jlws$cdn6
青海卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=qhws$cdn6
浙江卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=56747a&tk=922ba46651d3
浙江卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=zjws$cdn6
湖南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hunws$cdn6
湖北卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hbws$cdn6
黑龙江卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hljws$cdn6
安徽卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=ahws$cdn6
重庆卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cqws$cdn6
广西卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=gxws$cdn6
贵州卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=gzws$cdn6
海南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hainws$cdn6
吉林卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=jlws$cdn6
天津卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=tjws$cdn6
四川卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=scws$cdn6

CCTV-1,http://php.cqshushu.ggff.net/jzb.php?id=cctv1&公众号【医工学习日志】$医工
CCTV-1,http://web9916.w.computerqwq.cf/jzb.php?id=cctv1&公众号【医工学习日志】$医工
CCTV-2,http://php.cqshushu.ggff.net/jzb.php?id=cctv2&公众号【医工学习日志】$医工
CCTV-2,http://web9916.w.computerqwq.cf/jzb.php?id=cctv2&公众号【医工学习日志】$医工
CCTV-3,http://php.cqshushu.ggff.net/jzb.php?id=cctv3&公众号【医工学习日志】$医工
CCTV-3,http://web9916.w.computerqwq.cf/jzb.php?id=cctv3&公众号【医工学习日志】$医工
