台灣頻道,#genre#
寰宇新闻台湾台,http://kkk.888.3116598.xyz/api.php?n=6887925&id=nzUBKF&tk=BVDCHPDAgqIo
寰宇新闻台湾台,http://kkk.888.3116598.xyz/api.php?n=6887925&id=oCJGVX&tk=BVDCHPDAgqIo
寰宇新闻台湾台,http://kkk.888.3116598.xyz/api.php?n=6887925&id=rcqv3B&tk=BVDCHPDAgqIo
寰宇新闻台湾台,http://kkk.888.3116598.xyz/api.php?n=6887925&id=sa2n0n&tk=BVDCHPDAgqIo
镜电视新闻台,http://kkk.888.3116598.xyz/api.php?n=6887925&id=QLcZtL&tk=BVDCHPDAgqIo
镜电视新闻台,http://kkk.888.3116598.xyz/api.php?n=6887925&id=Y5wGXQ&tk=BVDCHPDAgqIo
镜电视新闻台,http://kkk.888.3116598.xyz/api.php?n=6887925&id=yXjz2C&tk=BVDCHPDAgqIo
镜新闻,http://kkk.888.3116598.xyz/api.php?n=6887925&id=C3zQKb&tk=BVDCHPDAgqIo
壹新闻,http://kkk.888.3116598.xyz/api.php?n=6887925&id=ewz5Ss&tk=BVDCHPDAgqIo
壹新闻,http://kkk.888.3116598.xyz/api.php?n=6887925&id=ghGMWk&tk=BVDCHPDAgqIo
TVBS新闻,http://kkk.888.3116598.xyz/api.php?n=6887925&id=9rXmVS&tk=BVDCHPDAgqIo
TVBS新闻,http://kkk.888.3116598.xyz/api.php?n=6887925&id=OXxjk3&tk=BVDCHPDAgqIo
TVBS新闻台,http://kkk.888.3116598.xyz/api.php?n=6887925&id=1gu84F&tk=BVDCHPDAgqIo
TVBS新闻台,http://kkk.888.3116598.xyz/api.php?n=6887925&id=2XHfUc&tk=BVDCHPDAgqIo
TVBS新闻台,http://kkk.888.3116598.xyz/api.php?n=6887925&id=jeMgSF&tk=BVDCHPDAgqIo
49号,http://kkk.888.3116598.xyz/api.php?n=6887925&id=blR3Nl&tk=BVDCHPDAgqIo
49号,http://kkk.888.3116598.xyz/api.php?n=6887925&id=OAF8Ji&tk=BVDCHPDAgqIo
AMCEAS,http://kkk.888.3116598.xyz/api.php?n=6887925&id=DCq8ip&tk=BVDCHPDAgqIo
AMC电影台,http://kkk.888.3116598.xyz/api.php?n=6887925&id=2uZfXx&tk=BVDCHPDAgqIo
AMC电影台,http://kkk.888.3116598.xyz/api.php?n=6887925&id=8eVzs0&tk=BVDCHPDAgqIo
AMC电影台,http://kkk.888.3116598.xyz/api.php?n=6887925&id=IhAzXT&tk=BVDCHPDAgqIo
ASTROAEC,http://kkk.888.3116598.xyz/api.php?n=6887925&id=V0TU19&tk=BVDCHPDAgqIo
ASTROAEC,http://kkk.888.3116598.xyz/api.php?n=6887925&id=XJctCI&tk=BVDCHPDAgqIo
ASTROAOD,http://kkk.888.3116598.xyz/api.php?n=6887925&id=FAK9hl&tk=BVDCHPDAgqIo
ASTROAOD,http://kkk.888.3116598.xyz/api.php?n=6887925&id=Le4HZp&tk=BVDCHPDAgqIo
ASTROAOD,http://kkk.888.3116598.xyz/api.php?n=6887925&id=Vodqui&tk=BVDCHPDAgqIo
ASTROQJ,http://kkk.888.3116598.xyz/api.php?n=6887925&id=7Ng9YM&tk=BVDCHPDAgqIo
ASTROQJ,http://kkk.888.3116598.xyz/api.php?n=6887925&id=8pLBfN&tk=BVDCHPDAgqIo
ASTRO欢喜台,http://kkk.888.3116598.xyz/api.php?n=6887925&id=2N3Kjk&tk=BVDCHPDAgqIo
ASTRO欢喜台,http://kkk.888.3116598.xyz/api.php?n=6887925&id=hW1sLz&tk=BVDCHPDAgqIo
ASTRQJ国,http://kkk.888.3116598.xyz/api.php?n=6887925&id=CUbHek&tk=BVDCHPDAgqIo
ASTR欢喜,http://kkk.888.3116598.xyz/api.php?n=6887925&id=kRGjmE&tk=BVDCHPDAgqIo
ASTR爱奇,http://kkk.888.3116598.xyz/api.php?n=6887925&id=HkjMRp&tk=BVDCHPDAgqIo
AXN,http://kkk.888.3116598.xyz/api.php?n=6887925&id=9LcJMa&tk=BVDCHPDAgqIo
AXN,http://kkk.888.3116598.xyz/api.php?n=6887925&id=b3NjtZ&tk=BVDCHPDAgqIo
BBC新闻,http://kkk.888.3116598.xyz/api.php?n=6887925&id=MeymUH&tk=BVDCHPDAgqIo
BBC新闻,http://kkk.888.3116598.xyz/api.php?n=6887925&id=vBuBsX&tk=BVDCHPDAgqIo
BLOOMBERGNEWS,http://kkk.888.3116598.xyz/api.php?n=6887925&id=PbLdW0&tk=BVDCHPDAgqIo
CGTN,http://kkk.888.3116598.xyz/api.php?n=6887925&id=GZp9EZ&tk=BVDCHPDAgqIo
CH5,http://kkk.888.3116598.xyz/api.php?n=6887925&id=NkDw3D&tk=BVDCHPDAgqIo
CH8,http://kkk.888.3116598.xyz/api.php?n=6887925&id=mZGjHm&tk=BVDCHPDAgqIo
CHU,http://kkk.888.3116598.xyz/api.php?n=6887925&id=JIbVd5&tk=BVDCHPDAgqIo
CINEMAX,http://kkk.888.3116598.xyz/api.php?n=6887925&id=n7nRSd&tk=BVDCHPDAgqIo
CINEMAXHD,http://kkk.888.3116598.xyz/api.php?n=6887925&id=bvzxRo&tk=BVDCHPDAgqIo
CINEMAX高码,http://kkk.888.3116598.xyz/api.php?n=6887925&id=2aQIhj&tk=BVDCHPDAgqIo
CINEMAX高码,http://kkk.888.3116598.xyz/api.php?n=6887925&id=6W9cgy&tk=BVDCHPDAgqIo
CNA,http://kkk.888.3116598.xyz/api.php?n=6887925&id=7WpjKU&tk=BVDCHPDAgqIo
CNN新闻,http://kkk.888.3116598.xyz/api.php?n=6887925&id=5ACTIO&tk=BVDCHPDAgqIo
CNN新闻,http://kkk.888.3116598.xyz/api.php?n=6887925&id=znA4sD&tk=BVDCHPDAgqIo
CNN新闻高码,http://kkk.888.3116598.xyz/api.php?n=6887925&id=lvBlg1&tk=BVDCHPDAgqIo
DAZN1,http://kkk.888.3116598.xyz/api.php?n=6887925&id=hCe8zD&tk=BVDCHPDAgqIo
DAZN2,http://kkk.888.3116598.xyz/api.php?n=6887925&id=KUL9Ll&tk=BVDCHPDAgqIo
DAZN2HD,http://kkk.888.3116598.xyz/api.php?n=6887925&id=nvvYCk&tk=BVDCHPDAgqIo
DISCOVERY,http://kkk.888.3116598.xyz/api.php?n=6887925&id=92eoE8&tk=BVDCHPDAgqIo
DISCOVERY,http://kkk.888.3116598.xyz/api.php?n=6887925&id=dUgCUb&tk=BVDCHPDAgqIo
DISCOVERY,http://kkk.888.3116598.xyz/api.php?n=6887925&id=IEQ4o5&tk=BVDCHPDAgqIo
DISCOVERY,http://kkk.888.3116598.xyz/api.php?n=6887925&id=trBgJi&tk=BVDCHPDAgqIo
ELEVEN1（DAZN1）,http://kkk.888.3116598.xyz/api.php?n=6887925&id=MMjq1x&tk=BVDCHPDAgqIo
ELEVEN2（DAZN2）,http://kkk.888.3116598.xyz/api.php?n=6887925&id=e9kAvd&tk=BVDCHPDAgqIo
ELEVEN一,http://kkk.888.3116598.xyz/api.php?n=6887925&id=EhUWQq&tk=BVDCHPDAgqIo
ELEVEN体育1,http://kkk.888.3116598.xyz/api.php?n=6887925&id=VvceCz&tk=BVDCHPDAgqIo
ELEVEN体育2,http://kkk.888.3116598.xyz/api.php?n=6887925&id=ryRMU0&tk=BVDCHPDAgqIo
ELTA体1,http://kkk.888.3116598.xyz/api.php?n=6887925&id=rnr6aS&tk=BVDCHPDAgqIo
ELTA体3,http://kkk.888.3116598.xyz/api.php?n=6887925&id=LSgUZ7&tk=BVDCHPDAgqIo
ELTA综合,http://kkk.888.3116598.xyz/api.php?n=6887925&id=NJRt6G&tk=BVDCHPDAgqIo
ELTA影剧,http://kkk.888.3116598.xyz/api.php?n=6887925&id=gPBI65&tk=BVDCHPDAgqIo
EYE戏剧,http://kkk.888.3116598.xyz/api.php?n=6887925&id=Sm92aL&tk=BVDCHPDAgqIo
EYE旅游,http://kkk.888.3116598.xyz/api.php?n=6887925&id=HUogPA&tk=BVDCHPDAgqIo
FOX新闻,http://kkk.888.3116598.xyz/api.php?n=6887925&id=KJ8Sw3&tk=BVDCHPDAgqIo
FOX新闻,http://kkk.888.3116598.xyz/api.php?n=6887925&id=zlDMxP&tk=BVDCHPDAgqIo
GINX,http://kkk.888.3116598.xyz/api.php?n=6887925&id=6xwOv2&tk=BVDCHPDAgqIo
GOOD2,http://kkk.888.3116598.xyz/api.php?n=6887925&id=JL9elk&tk=BVDCHPDAgqIo
GOODTV,http://kkk.888.3116598.xyz/api.php?n=6887925&id=mNmC0C&tk=BVDCHPDAgqIo
GOODTV,http://kkk.888.3116598.xyz/api.php?n=6887925&id=YDsILI&tk=BVDCHPDAgqIo
HBO,http://kkk.888.3116598.xyz/api.php?n=6887925&id=5BM7Bx&tk=BVDCHPDAgqIo
HBO,http://kkk.888.3116598.xyz/api.php?n=6887925&id=9fk9ah&tk=BVDCHPDAgqIo
HBO,http://kkk.888.3116598.xyz/api.php?n=6887925&id=9iBSaD&tk=BVDCHPDAgqIo
HBO,http://kkk.888.3116598.xyz/api.php?n=6887925&id=G9PPhd&tk=BVDCHPDAgqIo
HBO,http://kkk.888.3116598.xyz/api.php?n=6887925&id=VaND6h&tk=BVDCHPDAgqIo
HISTORY历史频道,http://kkk.888.3116598.xyz/api.php?n=6887925&id=3ju251&tk=BVDCHPDAgqIo
HITS频道,http://kkk.888.3116598.xyz/api.php?n=6887925&id=SPLcV3&tk=BVDCHPDAgqIo
MEZZOLIVE,http://kkk.888.3116598.xyz/api.php?n=6887925&id=mpjB68&tk=BVDCHPDAgqIo
MOMOTV,http://kkk.888.3116598.xyz/api.php?n=6887925&id=B8Vd6b&tk=BVDCHPDAgqIo
MOMO亲子台,http://kkk.888.3116598.xyz/api.php?n=6887925&id=FHtHdV&tk=BVDCHPDAgqIo
MOMO综合台,http://kkk.888.3116598.xyz/api.php?n=6887925&id=1PCUm4&tk=BVDCHPDAgqIo
MTV高清,http://kkk.888.3116598.xyz/api.php?n=6887925&id=xr5Ybz&tk=BVDCHPDAgqIo
MUCHTV,http://kkk.888.3116598.xyz/api.php?n=6887925&id=7JgviS&tk=BVDCHPDAgqIo
NHK日本高码,http://kkk.888.3116598.xyz/api.php?n=6887925&id=5hbf34&tk=BVDCHPDAgqIo
NHK世界HD,http://kkk.888.3116598.xyz/api.php?n=6887925&id=OxcBLE&tk=BVDCHPDAgqIo
NOW财经台,http://kkk.888.3116598.xyz/api.php?n=6887925&id=ftZJNh&tk=BVDCHPDAgqIo
NOW财经台,http://kkk.888.3116598.xyz/api.php?n=6887925&id=rsoWj9&tk=BVDCHPDAgqIo
NOW直播台,http://kkk.888.3116598.xyz/api.php?n=6887925&id=Lhru5Y&tk=BVDCHPDAgqIo
NOW直播台,http://kkk.888.3116598.xyz/api.php?n=6887925&id=ySBQ6M&tk=BVDCHPDAgqIo
NOW星影,http://kkk.888.3116598.xyz/api.php?n=6887925&id=9vI93I&tk=BVDCHPDAgqIo
NOW星影,http://kkk.888.3116598.xyz/api.php?n=6887925&id=GgT7mn&tk=BVDCHPDAgqIo
NOW星影台,http://kkk.888.3116598.xyz/api.php?n=6887925&id=we3vlp&tk=BVDCHPDAgqIo
NOW新闻,http://kkk.888.3116598.xyz/api.php?n=6887925&id=0uYsoL&tk=BVDCHPDAgqIo
NOW新闻,http://kkk.888.3116598.xyz/api.php?n=6887925&id=6Rc9FB&tk=BVDCHPDAgqIo
NOW新闻,http://kkk.888.3116598.xyz/api.php?n=6887925&id=ic0SLR&tk=BVDCHPDAgqIo
NOW新闻,http://kkk.888.3116598.xyz/api.php?n=6887925&id=WR1dLh&tk=BVDCHPDAgqIo
NOW新闻台,http://kkk.888.3116598.xyz/api.php?n=6887925&id=81MZdB&tk=BVDCHPDAgqIo
NOW新闻台,http://kkk.888.3116598.xyz/api.php?n=6887925&id=vGuNUC&tk=BVDCHPDAgqIo
NOW爆谷,http://kkk.888.3116598.xyz/api.php?n=6887925&id=g6lQq1&tk=BVDCHPDAgqIo
NOW爆谷,http://kkk.888.3116598.xyz/api.php?n=6887925&id=MLcwaD&tk=BVDCHPDAgqIo
NOW爆谷台,http://kkk.888.3116598.xyz/api.php?n=6887925&id=nCp0WJ&tk=BVDCHPDAgqIo
SMART知识台,http://kkk.888.3116598.xyz/api.php?n=6887925&id=Wjgrbl&tk=BVDCHPDAgqIo
TAIWANPLUS,http://kkk.888.3116598.xyz/api.php?n=6887925&id=NsQCHG&tk=BVDCHPDAgqIo
TRACESPORT,http://kkk.888.3116598.xyz/api.php?n=6887925&id=II10vY&tk=BVDCHPDAgqIo
TRACESPORTSTARS,http://kkk.888.3116598.xyz/api.php?n=6887925&id=x7P0lS&tk=BVDCHPDAgqIo
TRACEURBAN,http://kkk.888.3116598.xyz/api.php?n=6887925&id=u1H6mI&tk=BVDCHPDAgqIo
TVBS,http://kkk.888.3116598.xyz/api.php?n=6887925&id=1k5Avg&tk=BVDCHPDAgqIo
TVBS,http://kkk.888.3116598.xyz/api.php?n=6887925&id=a8cQD7&tk=BVDCHPDAgqIo
TVBS,http://kkk.888.3116598.xyz/api.php?n=6887925&id=EvkMaJ&tk=BVDCHPDAgqIo
TVBS,http://kkk.888.3116598.xyz/api.php?n=6887925&id=gsjXEl&tk=BVDCHPDAgqIo
TVBS,http://kkk.888.3116598.xyz/api.php?n=6887925&id=iPUfbe&tk=BVDCHPDAgqIo
TVBS,http://kkk.888.3116598.xyz/api.php?n=6887925&id=K1PA9U&tk=BVDCHPDAgqIo
TVBS,http://kkk.888.3116598.xyz/api.php?n=6887925&id=MxuUPd&tk=BVDCHPDAgqIo
TVBS,http://kkk.888.3116598.xyz/api.php?n=6887925&id=Nani6O&tk=BVDCHPDAgqIo
TVBS,http://kkk.888.3116598.xyz/api.php?n=6887925&id=qGkX03&tk=BVDCHPDAgqIo
TVBS,http://kkk.888.3116598.xyz/api.php?n=6887925&id=so8d24&tk=BVDCHPDAgqIo
TVBS,http://kkk.888.3116598.xyz/api.php?n=6887925&id=v9DyDj&tk=BVDCHPDAgqIo
TVBS欢乐台,http://kkk.888.3116598.xyz/api.php?n=6887925&id=7SEDGM&tk=BVDCHPDAgqIo
TVBS欢乐台,http://kkk.888.3116598.xyz/api.php?n=6887925&id=D2dN4Q&tk=BVDCHPDAgqIo
TVBS精采台,http://kkk.888.3116598.xyz/api.php?n=6887925&id=tO7mqB&tk=BVDCHPDAgqIo
人间卫视,http://kkk.888.3116598.xyz/api.php?n=6887925&id=0qbPnz&tk=BVDCHPDAgqIo
人间卫视,http://kkk.888.3116598.xyz/api.php?n=6887925&id=2G780c&tk=BVDCHPDAgqIo
人间卫视,http://kkk.888.3116598.xyz/api.php?n=6887925&id=6ZFM1A&tk=BVDCHPDAgqIo
