🌙月光宝盒,#genre#
中天娱乐,http://ali.hlspull.yximgs.com/live/167ztyl.flv
八大第一,http://ali.hlspull.yximgs.com/live/awei_bddy.flv
八大综合,http://ali.hlspull.yximgs.com/live/awei_bdzh.flv
ELta娱乐,http://ali.hlspull.yximgs.com/live/awei_aedyl.flv

香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
无线新闻,http://php.jdshipin.com/smt.php?id=inews_twn
无线华丽,http://php.jdshipin.com/smt.php?id=Tvbjade
无线华丽,http://php.jdshipin.com:8880/TVOD/iptv.php?id=huali
无线华丽粤,http://v2h.jdshipin.com/jade2/jade.stream/chunklist_w100.m3u8
无线直播,http://v2h.jdshipin.com/liveshow/liveshow.stream/chunklist_w10.m3u8
无线功夫,http://v2h.jdshipin.com/asia_action1/1asia_action.stream/chunklist_w101.m3u8
无线星河粤,http://v2h.jdshipin.com/xinghe_1/xinghe_1.stream/chunklist_w106.m3u8
无线星河,http://php.jdshipin.com/smt.php?id=Xinhe
无线星河,http://php.jdshipin.com:8880/TVOD/iptv.php?id=xinghe
千禧经典,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbc
重温经典,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
tvbs闽南,http://61.221.215.25:8800/hls/9/index.m3u8
三立戏剧,http://61.221.215.25:8800/hls/41/index.m3u8
中天娱乐,http://61.221.215.25:8800/hls/47/index.m3u8
纬来精彩,http://61.221.215.25:8800/hls/48/index.m3u8
动物星球,http://61.221.215.25:8800/hls/57/index.m3u8
DAZN体育,rtmp://f13h.mine.nu/sat/tv731
AXN,https://s1.m16tv.cfd/aktv/axn/AKTV.m3u8
Channel 5 HD,https://s1.m16tv.cfd/aktv/channel5hd/AKTV.m3u8
Channel U HD,https://s1.m16tv.cfd/aktv/channeluhd/AKTV.m3u8
myTV SUPER 18台,https://s1.m16tv.cfd/aktv/mytvsuper18/AKTV.m3u8
ROCK Action,https://s1.m16tv.cfd/aktv/rockaction/AKTV.m3u8
明珠剧集,https://s1.m16tv.cfd/aktv/CH-19/AKTV.m3u8
明珠台,https://s1.m16tv.cfd/aktv/CH-2/AKTV.m3u8
翡翠剧集,https://s1.m16tv.cfd/aktv/CH-18/AKTV.m3u8
翡翠台,https://s1.m16tv.cfd/aktv/CH-0/AKTV.m3u8
翡翠综合,https://s1.m16tv.cfd/aktv/CH-17/AKTV.m3u8
鳳凰衛視中文台,https://s1.m16tv.cfd/aktv/CH-3/AKTV.m3u8
東森電影,https://s1.m16tv.cfd/aktv2/CH-1/AKTV.m3u8
緯來體育台,https://s1.m16tv.cfd/aktv2/CH-0/AKTV.m3u8
TVBS新聞,https://s1.m16tv.cfd/tvbs/tvbs/AKTV.m3u8
中天新闻,https://s1.m16tv.cfd/zhongtian/CH-0/AKTV.m3u8

凤凰中文,https://guangdongcmcc.tv12.xyz/1.m3u8
凤凰资讯,https://guangdongcmcc.tv12.xyz/2.m3u8
凤凰香港,https://guangdongcmcc.tv12.xyz/3.m3u8
翡翠台,https://guangdongcmcc.tv12.xyz/4.m3u8
无线新闻,https://guangdongcmcc.tv12.xyz/5.m3u8
CCTV1,https://guangdongcmcc.tv12.xyz/6.m3u8
CCTV2,https://guangdongcmcc.tv12.xyz/7.m3u8
CCTV3,https://guangdongcmcc.tv12.xyz/8.m3u8
CCTV4,https://guangdongcmcc.tv12.xyz/9.m3u8
CCTV5,https://guangdongcmcc.tv12.xyz/10.m3u8
CCTV5+,https://guangdongcmcc.tv12.xyz/11.m3u8
CCTV6,https://guangdongcmcc.tv12.xyz/12.m3u8
CCTV7,https://guangdongcmcc.tv12.xyz/13.m3u8
CCTV8,https://guangdongcmcc.tv12.xyz/14.m3u8
CCTV9,https://guangdongcmcc.tv12.xyz/15.m3u8
CCTV10,https://guangdongcmcc.tv12.xyz/16.m3u8
CCTV11,https://guangdongcmcc.tv12.xyz/17.m3u8
CCTV12,https://guangdongcmcc.tv12.xyz/18.m3u8
CCTV13,https://guangdongcmcc.tv12.xyz/19.m3u8
CCTV14,https://guangdongcmcc.tv12.xyz/20.m3u8
CCTV15,https://guangdongcmcc.tv12.xyz/21.m3u8
CCTV16,https://guangdongcmcc.tv12.xyz/22.m3u8
CCTV17,https://guangdongcmcc.tv12.xyz/23.m3u8
CHC家庭影院,https://guangdongcmcc.tv12.xyz/24.m3u8
CHC影迷电影,https://guangdongcmcc.tv12.xyz/25.m3u8
CHC动作电影,https://guangdongcmcc.tv12.xyz/26.m3u8
山东卫视,https://guangdongcmcc.tv12.xyz/27.m3u8
江苏卫视,https://guangdongcmcc.tv12.xyz/28.m3u8
安徽卫视,https://guangdongcmcc.tv12.xyz/29.m3u8
辽宁卫视,https://guangdongcmcc.tv12.xyz/30.m3u8
东方卫视,https://guangdongcmcc.tv12.xyz/31.m3u8
北京卫视,https://guangdongcmcc.tv12.xyz/32.m3u8
广东卫视,https://guangdongcmcc.tv12.xyz/33.m3u8
东南卫视,https://guangdongcmcc.tv12.xyz/34.m3u8
湖北卫视,https://guangdongcmcc.tv12.xyz/35.m3u8
天津卫视,https://guangdongcmcc.tv12.xyz/36.m3u8
吉林卫视,https://guangdongcmcc.tv12.xyz/37.m3u8
深圳卫视,https://guangdongcmcc.tv12.xyz/38.m3u8
江西卫视,https://guangdongcmcc.tv12.xyz/39.m3u8
黑龙江卫视,https://guangdongcmcc.tv12.xyz/40.m3u8
四川卫视,https://guangdongcmcc.tv12.xyz/41.m3u8
贵州卫视,https://guangdongcmcc.tv12.xyz/42.m3u8
广西卫视,https://guangdongcmcc.tv12.xyz/43.m3u8
重庆卫视,https://guangdongcmcc.tv12.xyz/44.m3u8
云南卫视,https://guangdongcmcc.tv12.xyz/45.m3u8
青海卫视,https://guangdongcmcc.tv12.xyz/46.m3u8
海南卫视,https://guangdongcmcc.tv12.xyz/47.m3u8
河南卫视,https://guangdongcmcc.tv12.xyz/48.m3u8
河北卫视,https://guangdongcmcc.tv12.xyz/49.m3u8
陕西卫视,https://guangdongcmcc.tv12.xyz/50.m3u8
山西卫视,https://guangdongcmcc.tv12.xyz/51.m3u8
甘肃卫视,https://guangdongcmcc.tv12.xyz/52.m3u8
宁夏卫视,https://guangdongcmcc.tv12.xyz/53.m3u8
西藏卫视,https://guangdongcmcc.tv12.xyz/54.m3u8
内蒙古卫视,https://guangdongcmcc.tv12.xyz/55.m3u8
三沙卫视,https://guangdongcmcc.tv12.xyz/56.m3u8
厦门卫视,https://guangdongcmcc.tv12.xyz/57.m3u8
延边卫视,https://guangdongcmcc.tv12.xyz/58.m3u8
湖南卫视,https://guangdongcmcc.tv12.xyz/59.m3u8
浙江卫视,https://guangdongcmcc.tv12.xyz/60.m3u8



🌈宝盒没宝,#genre#
龙华电影,https://cdn8.163189.xyz/live/lhdy/stream.m3u8
龙华经典,https://cdn8.163189.xyz/live/lhjd/stream.m3u8
龙华卡通,https://cdn8.163189.xyz/live/lhkt/stream.m3u8
龙华偶像,https://cdn8.163189.xyz/live/lhox/stream.m3u8
龙华日韩,https://cdn8.163189.xyz/live/lhrh/stream.m3u8
龙华戏剧,https://cdn8.163189.xyz/live/lhxj/stream.m3u8
宝盒没宝,https://gitee.com/baohe2025/bh/raw/master/bh.mp4
📺 AXN,https://s1.m16tv.cfd/aktv/axn/AKTV.m3u8
📺 Channel 5 HD,https://s1.m16tv.cfd/aktv/channel5hd/AKTV.m3u8
📺 Channel 8 HD,https://s1.m16tv.cfd/aktv/channel8hd/AKTV.m3u8
📺 Channel U HD,https://s1.m16tv.cfd/aktv/channeluhd/AKTV.m3u8
📺 myTV SUPER 18台,https://s1.m16tv.cfd/aktv/mytvsuper18/AKTV.m3u8
📺 PopC,https://s1.m16tv.cfd/aktv/popc/AKTV.m3u8
📺 ROCK Action,https://s1.m16tv.cfd/aktv/rockaction/AKTV.m3u8
📺 TVB Plus,https://s1.m16tv.cfd/aktv/tvbplus/AKTV.m3u8
📺 tvN,https://s1.m16tv.cfd/aktv/tvn/AKTV.m3u8
📺 明珠剧集台(北美),https://s1.m16tv.cfd/aktv/CH-19/AKTV.m3u8
📺 明珠台,https://s1.m16tv.cfd/aktv/CH-2/AKTV.m3u8
📺 無線新聞台,https://s1.m16tv.cfd/aktv/CH-1/AKTV.m3u8
📺 美亞電影台(HK),https://s1.m16tv.cfd/aktv/hk/AKTV.m3u8
📺 翡翠剧集台(北美),https://s1.m16tv.cfd/aktv/CH-18/AKTV.m3u8
📺 翡翠台,https://s1.m16tv.cfd/aktv/CH-0/AKTV.m3u8
📺 翡翠综合台(北美),https://s1.m16tv.cfd/aktv/CH-17/AKTV.m3u8
📺 鳳凰衛視中文台,https://s1.m16tv.cfd/aktv/CH-3/AKTV.m3u8
📺 鳳凰衛視資訊台,https://s1.m16tv.cfd/aktv/CH-4/AKTV.m3u8
📺 鳳凰衛視香港台,https://s1.m16tv.cfd/aktv/CH-5/AKTV.m3u8
📺 Japan News 24H LIVE,https://s1.m16tv.cfd/aktvjp/japannews24hlive/AKTV.m3u8
📺 日テレNEWS LIVE,https://s1.m16tv.cfd/aktvjp/ntv/AKTV.m3u8
📺 HBO,https://s1.m16tv.cfd/aktv2/hbo/AKTV.m3u8
📺 IQIYI,https://s1.m16tv.cfd/aktv2/iqiyi/AKTV.m3u8
📺 VIUTV,https://s1.m16tv.cfd/aktv2/viutv/AKTV.m3u8
📺 東森洋片,https://s1.m16tv.cfd/aktv2/CH-2/AKTV.m3u8
📺 東森電影,https://s1.m16tv.cfd/aktv2/CH-1/AKTV.m3u8
📺 緯來體育台,https://s1.m16tv.cfd/aktv2/CH-0/AKTV.m3u8
📺 CNA,https://s1.m16tv.cfd/aktv3/cna/AKTV.m3u8
📺 KPOP+,https://s1.m16tv.cfd/aktv3/kpop/AKTV.m3u8
📺 朝鲜恩情台,https://s1.m16tv.cfd/aktv3/CH-0/AKTV.m3u8
📺 民視第一台,https://s1.m16tv.cfd/taiwan/CH-0/AKTV.m3u8
📺 TVBS新聞,https://s1.m16tv.cfd/tvbs/tvbs/AKTV.m3u8
📺 中天新闻台,https://s1.m16tv.cfd/zhongtian/CH-0/AKTV.m3u8
📺 東森新聞,https://s1.m16tv.cfd/zhongtian/CH-1/AKTV.m3u8
星空卫视,http://iot-mqqt.111yao.cn:8080/live/diyp_xingkong.m3u8
星空国际,http://iot-mqqt.111yao.cn:8080/live/diyp_starmovies.m3u8
凤凰电影,http://iot-mqqt.111yao.cn:8080/live/diyp_fhdy.m3u8
重温经典,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
好莱坞,http://50.7.234.10:8278/hollywoodmovies_twn/playlist.m3u8?tid=MA8A4005638840056388&ct=18392&tsum=a1f1517d4ea64fd01267905f21d83859
好莱坞,http://50.7.234.10:8278/hollywoodmovies_twn/playlist.m3u8?tid=MF6F7143280071432800&ct=19211&tsum=c0bc00f05a03eb1bef16741e9fd9737e
美亚,http://198.16.100.186:8278/meiyamovie_twn/playlist.m3u8?tid=MFEF1001328410013284&ct=19226&tsum=9839709ca0f37641c5d1ba962c3bc739
AXN,http://198.16.100.186:8278/axn_twn/playlist.m3u8?tid=MC6C9875939098759390&ct=19254&tsum=5a6772e6e852b06c1b5741eeb4002a1a
AXN,https://stream1.freetv.fun/9a88a3e339babdc8789e043e657dfa928ad969933766adcc8debd4dad520470a.ctv
鳳凰衛視中文台,http://jxiptv.dpdns.org/stream/tvb/null/master.m3u8
鳳凰衛視資訊台,http://jxiptv.dpdns.org/stream/tvb/null-1/master.m3u8
鳳凰衛視香港台,http://jxiptv.dpdns.org/stream/tvb/null-2/master.m3u8
翡翠台,http://jxiptv.dpdns.org/stream/tvb/null-3/master.m3u8
明珠台,http://jxiptv.dpdns.org/stream/tvb/null-4/master.m3u8
無線新聞台,http://jxiptv.dpdns.org/stream/tvb/null-5/master.m3u8
娛樂新聞台,http://jxiptv.dpdns.org/stream/tvb/null-6/master.m3u8
黃金翡翠台,http://jxiptv.dpdns.org/stream/tvb/null-7/master.m3u8
美亞電影台,http://jxiptv.dpdns.org/stream/tvb/null-8/master.m3u8
PopC,http://jxiptv.dpdns.org/stream/tvb/popc/master.m3u8
TVB Plus,http://jxiptv.dpdns.org/stream/tvb/tvbplus/master.m3u8
ROCK Action,http://jxiptv.dpdns.org/stream/tvb/rockaction/master.m3u8
Love Nature,http://jxiptv.dpdns.org/stream/tvb/lovenature/master.m3u8
myTV SUPER FREE,http://jxiptv.dpdns.org/stream/tvb/mytvsuperfree/master.m3u8
SUPER Kids Channel,http://jxiptv.dpdns.org/stream/tvb/superkidschannel/master.m3u8
粵語片台,http://jxiptv.dpdns.org/stream/tvb/null-9/master.m3u8
創世電視,http://jxiptv.dpdns.org/stream/tvb/null-10/master.m3u8
天映經典頻道,http://jxiptv.dpdns.org/stream/tvb/null-11/master.m3u8
東方衛視國際頻道,http://jxiptv.dpdns.org/stream/tvb/null-12/master.m3u8
中央電視台綜合頻道 (港澳版),http://jxiptv.dpdns.org/stream/tvb/null-13/master.m3u8

翡翠台,http://php.jdshipin.com/smt.php?id=jade_twn
华丽翡翠台,http://php.jdshipin.com/smt.php?id=Tvbjade
无线新闻台, http://php.jdshipin.com/smt.php?id=inews_twn
TVB星河, http://php.jdshipin.com/smt.php?id=Xinhe
千禧经典台, http://php.jdshipin.com/smt.php?id=Tvbclassic
TVB娱乐新闻台,http://php.jdshipin.com/smt.php?id=Tvbentertainment
天映频道, http://php.jdshipin.com/smt.php?id=Celestial
天映经典,http://php.jdshipin.com/smt.php?id=Celestial2
Astro AOD,http://php.jdshipin.com/smt.php?id=Aodhd
Astro AEC,http://php.jdshipin.com/smt.php?id=AEC
爱奇艺,http://php.jdshipin.com/smt.php?id=Qiyi
Astro QJ,http://php.jdshipin.com/smt.php?id=Quanjia
Astro欢喜台,http://php.jdshipin.com/smt.php?id=Huahee
八度空间,http://php.jdshipin.com/smt.php?id=TV8
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct2
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct3
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct4
明珠台,http://php.jdshipin.com/TVOD/iptv.php?id=mzt
明珠台,http://php.jdshipin.com/TVOD/iptv.php?id=mzt2
翡翠台北美版(TVB J1),http://php.jdshipin.com/TVOD/iptv.php?id=j1
TVB J1,http://php.jdshipin.com/TVOD/iptv.php?id=tvbj1
TVB Plus,http://php.jdshipin.com/TVOD/iptv.php?id=j2
TVB Plus,http://php.jdshipin.com/TVOD/iptv.php?id=tvbp
VIUTV,http://php.jdshipin.com/TVOD/iptv.php?id=viutv
VIUTV,http://php.jdshipin.com/TVOD/iptv.php?id=viutv2
HOY TV,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv
HOY TV,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv2
凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw2
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx2
凤凰香港,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk
凤凰香港,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk2
美亚电影,http://php.jdshipin.com/TVOD/iptv.php?id=meiya
重温经典,http://php.jdshipin.com/TVOD/iptv.php?id=cwjd
广东珠江,http://php.jdshipin.com/TVOD/iptv.php?id=gdzj
广东体育,http://php.jdshipin.com/TVOD/iptv.php?id=gdty
澳视澳门,http://php.jdshipin.com/TVOD/iptv.php?id=asam
澳视卫星,http://php.jdshipin.com/TVOD/iptv.php?id=as
RTHK31,http://php.jdshipin.com/TVOD/iptv.php?id=rthk31
RTHK32,http://php.jdshipin.com/TVOD/iptv.php?id=rthk32
CCTV1港澳版,http://php.jdshipin.com/TVOD/iptv.php?id=rthk33
音乐台,https://kq.bgp.68tool.com/video/m3u8/2022/08/17/e4ce2ac7/playlist.m3u8
翡翠台,http://aktv_stream1.m16tv.cfd/stream/aktv/null/AKTV.m3u8
凤凰卫视,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzw
凤凰卫视,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzw
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
凤凰中文,https://cdn.163189.xyz/live/fhzw/stream.m3u8 
凤凰中文,http://aktv_stream1.m16tv.cfd/stream/aktv/null-3/AKTV.m3u8
凤凰资讯,http://aktv_stream1.m16tv.cfd/stream/aktv/null-4/AKTV.m3u8
凤凰资讯,https://cdn3.163189.xyz/live/fhzx/stream.m3u8 
凤凰香港,https://cdn3.163189.xyz/live/fhxg/stream.m3u8
凤凰香港,http://aktv_stream1.m16tv.cfd/stream/aktv/null-5/AKTV.m3u8
美亚电影,http://aktv_stream1.m16tv.cfd/stream/aktv/hk-1/AKTV.m3u8
凤凰电影,https://tv.bfsu.edu.cn/hls/fhdy.m3u8
经典电影,http://ali.hlspull.yximgs.com/live/asdfgjddydy001.flv
popc电影,http://aktv_stream1.m16tv.cfd/stream/aktv/popc/AKTV.m3u8
亞洲衛視,https://p2hs.vzan.com/slowlive/821481626725612419/live.m3u8
临夏市台,http://124.152.34.102:8030/wCMq71/wCMq71_0.m3u8
沭阳综合,http://shuyang-tv-hls.cm.jstv.com/shuyang-tv/shuyangzh.m3u8
水浒传轮播,http://1.94.31.214:35455/huya/26355860
黄埔慢直播,https://pili-live-hls.wdit.com.cn/wditlive/2ccda390789949a6ac77296923d94d8e140d.m3u8
四川文化旅游,http://api.dbkan.cdn.iptv.xin:2052/api.dbkan.com/hn/301
四川妇女儿童,http://api.dbkan.cdn.iptv.xin:2052/api.dbkan.com/hn/303
四川经济,http://api.dbkan.cdn.iptv.xin:2052/api.dbkan.com/hn/302
四川科教,http://api.dbkan.cdn.iptv.xin:2052/api.dbkan.com/hn/304
峨眉电影,http://api.dbkan.cdn.iptv.xin:2052/api.dbkan.com/hn/306

韩国新闻,http://amdlive.ctnd.com.edgesuite.net:80/arirang_1ch/smil:arirang_1ch.smil/chunklist_b2256000_sleng.m3u8



央视频道,#genre#
CCTV-1综合,http://60.174.40.117:85/tsfile/live/0001_1.m3u8?key=txiptv
CCTV-2财经,http://60.174.40.117:85/tsfile/live/0002_1.m3u8?key=txiptv
CCTV-3综艺,http://60.174.40.117:85/tsfile/live/0003_1.m3u8?key=txiptv
CCTV-4中文国际,http://60.174.40.117:85/tsfile/live/0004_1.m3u8?key=txiptv
CCTV-5体育,http://60.174.40.117:85/tsfile/live/0005_1.m3u8?key=txiptv
CCTV-6电影,http://60.174.40.117:85/tsfile/live/0006_1.m3u8?key=txiptv
CCTV-7国防军事,http://60.174.40.117:85/tsfile/live/0007_1.m3u8?key=txiptv
CCTV-8电视剧,http://60.174.40.117:85/tsfile/live/0008_1.m3u8?key=txiptv
CCTV-9纪录,http://60.174.40.117:85/tsfile/live/0009_1.m3u8?key=txiptv
CCTV-10科教,http://60.174.40.117:85/tsfile/live/0010_1.m3u8?key=txiptv
CCTV-11戏曲,http://60.174.40.117:85/tsfile/live/0011_1.m3u8?key=txiptv
CCTV-12社会与法,http://60.174.40.117:85/tsfile/live/0012_1.m3u8?key=txiptv
CCTV-13新闻,http://60.174.40.117:85/tsfile/live/0013_1.m3u8?key=txiptv
CCTV-14少儿,http://60.174.40.117:85/tsfile/live/0014_1.m3u8?key=txiptv
CCTV-15音乐,http://60.174.40.117:85/tsfile/live/0015_1.m3u8?key=txiptv
CCTV-16监听,http://zqh2333.top:2222/rtp/239.93.55.54:5140
