台灣频道,#genre#
客家電視台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv043/index.m3u8
金光布袋戲,http://4gtv.livednow.dpdns.org/4gtv-live144/index.m3u8
金光布袋戲,http://4gtv.mumi.rip:9877/236/4gtv-live144/index.m3u8
探索高清,http://4gtv.livednow.dpdns.org/4gtv-live011/index.m3u8
動物星球,http://live4play.uk/livehttpplay?channel_id=20106
動物星球,http://122.117.71.103:8512/动物星球.m3u8
TLC旅遊生活,http://50.7.234.10:8278/tlc_twn/playlist.m3u8?tid=MA0A5904082259040822&ct=19226&tsum=8fa7deead1d4b260825af15bc7378132
TLC旅遊生活,http://198.16.100.186:8278/tlc_twn/playlist.m3u8?tid=MA0A5904082259040822&ct=19226&tsum=8fa7deead1d4b260825af15bc7378132
CN卡通,http://125.227.210.55:8167/VideoInput/play.ts
Nick Jr. 兒童頻道,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live032/index.m3u8
MOMO親子,http://4gtv.livednow.dpdns.org/4gtv-live107/index.m3u8
東森幼幼,http://122.117.71.103:8515/http/220.130.87.218:8081/hls/63/805/ch009.m3u8
東森幼幼,https://stream1.freetv.fun/832def79a4fec6adf5ffef253f273c6e27ad2d25d7739b1c9b83d430d36ddd33.m3u8
東森幼幼,https://smart.pendy.dpdns.org/Smart.php?id=yoyo
緯來綜合台,http://122.117.71.103:8517/纬来综合.m3u8
緯來綜合台,http://122.117.71.103:8517/http/61.222.53.250:8081/hls/75/817/ch59.m3u8
八大第一台,http://50.7.234.10:8278/badafirst/playlist.m3u8?tid=MBDB5904995459049954&ct=19193&tsum=ab627e00a84b423b5747a65289eec076
八大第一台,http://50.7.234.10:8278/badafirst/playlist.m3u8?tid=mb8efded78b4e12042621&ct=17874&tsum=028ad819cd9a0f949a043d652fa3e164
八大第一台,http://ali.hlspull.yximgs.com/live/7771ddsshabibscbmlbadaghdlldgffoklhdjhflhfsdfagksh-9999547666-8845f-52660dfb346liLecbcdncnpfhgkdfghdlivcctv9HDopdeafaiiiisgdbkasdfsbiiilllll1llllllllllllllllllilldfsldhfsfjlfjfdsklf4dlkfdfgksfhskfsfddlafakfhajdfsaad.flv
八大综合台,http://50.7.234.10:8278/badazhonghe/playlist.m3u8?tid=MC5C5422299054222990&ct=19193&tsum=8189d5b21bdeabdffa3d2b2cbeaae0ae
三立台灣台,http://198.16.100.186:8278/sanlitaiwan/playlist.m3u8?tid=m92ccadc4dc3718157816&ct=17874&tsum=3570a8198ca0fb7ebb803807e38b33fb
三立都會台,http://50.7.234.10:8278/sanlidouhui_twn/playlist.m3u8?tid=md028b33ea0f7&ct=19361&tsum=1930e4b2cfbbd2f9f821af1c41e8d18d
華藝綜合,http://fm1077.serv00.net/Smart.php?id=weishichinese_twn
東森綜合,http://198.16.100.186:8278/ettvzhonghe/playlist.m3u8?tid=MC4C1214674912146749&ct=19254&tsum=9b96a50ba99dca1a02a27b05a6fb4b0d
東森綜合,http://50.7.234.10:8278/ettvzhonghe/playlist.m3u8?tid=MC4C1214674912146749&ct=19254&tsum=9b96a50ba99dca1a02a27b05a6fb4b0d
東森超視,http://38.64.72.148:80/hls/modn/list/2013/chunklist1.m3u8?$720x480
影迷數位紀實台,http://4gtv.livednow.dpdns.org/litv-ftv15/index.m3u8
影迷數位電影台,http://4gtv.livednow.dpdns.org/4gtv-4gtv011/index.m3u8
中天綜合,http://50.7.234.10:8278/ctizhonghe/playlist.m3u8?tid=m85005aeec85b14021104&ct=17874&tsum=69f19f4b12ab79d2ee683b28cdb1c8ca
中天綜合,http://50.7.234.10:8278/ctizhonghe/playlist.m3u8?tid=MB6B3888954738889547&ct=19254&tsum=d0cb922e44e8a16bea598530697c581e
中天綜合,https://epg.pw/stream/9ffc906d37cf095d0fb596c3cba6c6253e8e445f4ccd24563c7a2e9e99c39f39.m3u8
台湾Plus,https://bcovlive-a.akamaihd.net/rce33d845cb9e42dfa302c7ac345f7858/ap-northeast-1/6282251407001/playlist.m3u8
車迷 TV,http://4gtv.livednow.dpdns.org/4gtv-live201/index.m3u8
中天娛樂,http://50.7.234.10:8278/ctient/playlist.m3u8?tid=MC9C7081133170811331&ct=19249&tsum=8b08b54208f3ee30e12f419d587f46ac
中天娛樂,http://50.7.234.10:8278/ctient/playlist.m3u8?tid=MDED1780059017800590&ct=19226&tsum=4d05ea700aa8fd436b51ce703680e674
東森戲劇,http://50.7.234.10:8278/ettvdrama/playlist.m3u8?tid=m921dcb630ebe17354109&ct=17874&tsum=695370160923af940d1a90d44c262acc
東森戲劇,http://198.16.100.186:8278/ettvdrama/playlist.m3u8?tid=MA2A9945921599459215&ct=19249&tsum=c9097ecdf4a17c0922196dbf04b0c6e7
八大戲劇,http://50.7.234.10:8278/badadrama/playlist.m3u8?tid=ME3E7432781774327817&ct=19193&tsum=504532547ffc646858157dd724bca18d
八大戲劇,http://50.7.234.10:8278/badadrama/playlist.m3u8?tid=m4970c4e1b988&ct=18335&tsum=20cb1d15d4e116ab9e44edb542cf51a5
TVBS歡樂台,http://4gtv.livednow.dpdns.org/4gtv-4gtv068/index.m3u8
TVBS歡樂台,http://50.7.234.10:8278/tvbshuanle_twn/playlist.m3u8?tid=MBCB7220883472208834&ct=19234&tsum=82bece8e29754b899ffb60e5246dfc74
民視旅遊台,http://4gtv.livednow.dpdns.org/litv-ftv07/index.m3u8
民視影劇台,http://4gtv.livednow.dpdns.org/litv-ftv09/index.m3u8
豬哥亮歌廳秀,http://4gtv.livednow.dpdns.org/4gtv-4gtv006/index.m3u8
東森購物一台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live047/index.m3u8
東森購物二台,http://4gtv.livednow.dpdns.org/4gtv-live046/index.m3u8
東森購物三台,http://4gtv.livednow.dpdns.org/4gtv-live048/index.m3u8
壹電視新聞,http://198.204.244.250:8080/live/207/hls.m3u8
年代新聞,http://50.7.234.10:8278/niandainews_twn/playlist.m3u8?tid=MA6A4647720946477209&ct=19226&tsum=48a66838dbcf633b2fb41307b29ef50a
東森新聞,http://50.7.234.10:8278/ettvnews/playlist.m3u8?tid=m1785954e5a67&ct=18336&tsum=ce82c650c85a63fe1ead9e30f2d4bfb4
中天新聞台,http://xn--elt51t.azip.dpdns.org:5008/of-4gtv-4gtv009/index.m3u8
民視新聞,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8
民視新聞,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
三立新聞,http://cookies.elementfx.com/ublive/ublive.php?id=2794
TVBS新聞,http://50.7.234.10:8278/tvbs_n/playlist.m3u8?tid=MEFE5283322452833224&ct=19226&tsum=5f4e9bb0782ab3aae36328763cba2ffd
TVBS新聞,http://50.7.234.10:8278/tvbs_n/playlist.m3u8?tid=MC3C9358473393584733&ct=19193&tsum=38970ab977b9e318cbead37db4134eb8
TVBS HD,http://4gtv.livednow.dpdns.org/4gtv-4gtv073/index.m3u8
東森財經,http://50.7.234.10:8278/ettvcaijing_twn/playlist.m3u8?tid=MD5D9010164090101640&ct=19225&tsum=cc229773020f89af853b23d81e0e6371
非凡新聞台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv010/index.m3u8
美好購物1台,https://z02.ubtvfans.com/live/rx6/1591/251f7b1927b38165f672891c6f8d4e78/index.m3u8
美好購物2台,https://z02.ubtvfans.com/live/rx6/1592/09072a18e84508c56729c0b6e2c80f02/index.m3u8
catchplay電影,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv076
東森電影,http://50.7.234.10:8278/ettvmovie/playlist.m3u8?tid=MBDB9268852192688521&ct=19254&tsum=7514b50ebc2e4b06f2e402578d0ac996
緯來電影,https://haoyunlai.serv00.net/Smartv-1.php?id=videolandmovie
龍祥時代,https://ali.hlspull.yximgs.com/live/14r5t6y7u8i9o0p1q2w3e4r5t6yhn7ujm8ik9ol0p1qaz2wsx3edc4rfv5tgb6yhn7ujm8.flv
龍祥時代,http://50.7.234.10:8278/lungxiangtime_twn/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=525f1c9e0b438304ca9f31eb061c4710
HBO HD,https://s.vdo.ai/vhs/1.m3u8
HBO HD,http://50.7.234.10:8278/hbohd_twn/playlist.m3u8?tid=m8d785f4e022616401837&ct=17877&tsum=56e767abfc65234db52b017576b00403
東森洋片,https://ctrl.laotv.la/live/DongsenForeignMovie/index.m3u8
東森洋片,http://50.7.234.10:8278/ettvwestern/playlist.m3u8?tid=MC2C7134276471342764&ct=19225&tsum=4889d0c08d077336bd5066b912891aee
AXN台灣,http://50.7.234.10:8278/axn_twn/playlist.m3u8?tid=m1776995e9b3e16458394&ct=17874&tsum=b8a111d0b13c7761ce8b4e8f047adddb
好萊塢電影,http://50.7.234.10:8278/hollywoodmovies_twn/playlist.m3u8?tid=MA8A4005638840056388&ct=18392&tsum=a1f1517d4ea64fd01267905f21d83859
好萊塢電影,http://50.7.234.10:8278/hollywoodmovies_twn/playlist.m3u8?tid=MF6F7143280071432800&ct=19211&tsum=c0bc00f05a03eb1bef16741e9fd9737e
amc電影台,http://4gtv.livednow.dpdns.org/4gtv-4gtv017/index.m3u8
CINEMAX,http://50.7.234.10:8278/cinemax_twn/playlist.m3u8?tid=MCEC1614519816145198&ct=19193&tsum=e635ddeeb683b5cbcda1319d0cc18f84
CINEMAX,http://109.233.89.166/CINEMAX_HD/index.m3u8
緯來育樂,https://smart.pendy.dpdns.org/Smart.php?id=videolandyule
緯來育樂,http://122.117.71.103:8561/http/220.130.87.218:8081/hls/68/810/ch030.m3u8
緯來體育,http://50.7.234.10:8278/videolandsport/playlist.m3u8?tid=MD2D5343800653438006&ct=19234&tsum=1be724fb8246abfedaf2bd088ec98f03
緯來體育,https://s1.m16tv.cfd/aktv2/CH-0/AK TV.m3u8
Eleven Sports 1,https://windnew.iosplayer.ru/wind/premium71/mono.m3u8
Eleven Sports 1,http://109.233.89.166/Eleven_Sports_1_HD/index.m3u8
Eleven Sports 2,http://109.233.89.170/Eleven_Sports_2_HD/mono.m3u8
Eleven Sports 2,https://windnew.iosplayer.ru/wind/premium72/mono.m3u8
MOMO綜合,http://211.75.171.121:8502/http/61.67.128.137:8081/hls/76/818/momo_4max.m3u8
MOMO綜合,http://122.117.71.103:8564/http/220.130.87.218:8081/hls/76/818/momo_4max.m3u8
MOMO綜合,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKpak5ADUOhKhfPvACyThPNQ/.m3u8
緯來日本台,http://50.7.234.10:8278/videolandjapan/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=09c1aab182bbc53e5157be27f449d381
緯來日本台,rtmp://f13h.mine.nu:1935/sat/tv771
緯來日本台,rtmp://f13h.mine.nu/sat/tv771
國興衛視,http://108.181.20.197/livehttpplay?channel_id=20164
國興衛視,http://cookies.elementfx.com/ublive/ublive.php?id=65
韓國娛樂台,http://4gtv.livednow.dpdns.org/4gtv-4gtv016/index.m3u8
MTV Live,http://4gtv.livednow.dpdns.org/4gtv-live025/index.m3u8
三立新聞iNEWS,http://xn--elt51t.azip.dpdns.org:5008/iNEWS/index.m3u8
HGTV,https://wowzastream.westmancom.com/wcgtvlive/wcgtvPSA.stream/master.m3u8
HGTV,http://50.7.234.10:8278/HGTV/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=2005f2c91a73d99a93d54b73b61d2638
愛爾達體育1,http://50.7.234.10:8278/eltasport_twn/playlist.m3u8?tid=md3567b35401611916221&ct=17874&tsum=be2a069324faa7f0737ca0d396d43745
愛爾達體育1,http://50.7.234.10:8278/eltasport_twn/playlist.m3u8?tid=MF1F8884668388846683&ct=19249&tsum=b676f636b8ef285596dc6512fc4659d4
愛爾達體育2,http://50.7.234.10:8278/eltasport2_twn/playlist.m3u8?tid=MB2B3966739039667390&ct=19249&tsum=20bdbd3a22909e8d89aabe7a923c8c5b
愛爾達體育2,http://50.7.234.10:8278/eltasport2_twn/playlist.m3u8?tid=MCDC5093685750936857&ct=19225&tsum=592e009b281ea2abc43b21768cb1bec0
愛爾達體育3,https://haoyunlai.serv00.net/Smartv-1.php?id=eltasport3_twn
愛爾達體育3,https://smart.pendy.dpdns.org/Smart.php?id=eltasport3_twn
三立戲劇,http://198.16.100.186:8278/sanlixiju_twn/playlist.m3u8?ct=19226&tid=MBDB8405357084053570&tsum=78944c0951d21a699e46fff4318a3799
三立戲劇,http://198.16.100.186:8278/sanlixiju_twn/playlist.m3u8?tid=MA8A4626080046260800&ct=19053&tsum=205a453781925ebfb8996c1db8d4ed59
博斯高球台,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn05/index.m3u8
博斯高球II,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn06/index.m3u8
博斯運動一台,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn07/index.m3u8
博斯運動II,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn08/index.m3u8
博斯網球台,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn09/index.m3u8
博斯無限台,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn10/index.m3u8
博斯無限II,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn13/index.m3u8
HBO hits,https://smart.pendy.dpdns.org/Smart.php?id=Hbohitshd
HBO signature,https://d1k6kax80wecy5.cloudfront.net/RLnAKY/index.m3u8
大立電視,http://www.dalitv.com.tw:4568/live/dali/index.m3u8
中天新聞2,http://www.dalitv.com.tw:4568/live/dali/index.m3u8
中天亞洲台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv109/index.m3u8
CI 罪案偵查頻道,http://4gtv.livednow.dpdns.org/4gtv-live027/index.m3u8
誠心電視台,https://z02.ubtvfans.com/live/rx6/495/87d2a1700ed072de1c9232ea84af50d1/index.m3u8
生命電視台,https://stream1.freetv.fun/1f8ae2cd70bd10ff4b1c7e7ce2db6d534f0b00caca678a8a513cadd462c30528.m3u8
生命電視台,http://211.73.19.201/live/AB167E56-808C-81D4-6471-76DC400D5192.m3u8?fmt=x264_1200K_ts&cpid=admin&size=1920X1080
Sky Sport 1,https://donelfantastic.github.io/live/skysportsNz1.m3u8
NHK World,https://cdn.skygo.mn/live/disk1/NHK_World_Premium/HLSv3-FTA/NHK_World_Premium.m3u8
Animax,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs15&checkedby:iptvcat.com
Animax,https://vnpt.nekocdn.xyz/memfs/68ea67df-d4e1-44cb-bdb9-179dd01b7db4.m3u8
Animax,https://d2idp3hzkhjpih.cloudfront.net/out/v1/4b85d9c2bf97413eb0c9fd875599b837/index.m3u8
靖天國際,http://4gtv.livednow.dpdns.org/4gtv-4gtv063/index.m3u8
靖天歡樂,http://4gtv.livednow.dpdns.org/4gtv-4gtv054/index.m3u8
海豚綜合,https://z02.ubtvfans.com/live/rx6/262/626f39632e4b8d67d0ee8049ba0bc3b4/index.m3u8
愛爾達戲劇,https://live.yzd.jialiangos.com:4443/live/fhw/57
愛爾達旅遊,http://4gtv.livednow.dpdns.org/4gtv-live120/index.m3u8
CLASSICA 古典樂,http://4gtv.livednow.dpdns.org/4gtv-4gtv059/index.m3u8
滾動力 Rollor,http://4gtv.livednow.dpdns.org/4gtv-live012/index.m3u8
幸福空間居家台,http://4gtv.livednow.dpdns.org/4gtv-live206/index.m3u8
LOVE NATURE,http://4gtv.livednow.dpdns.org/4gtv-live208/index.m3u8
歷史頻道,http://4gtv.livednow.dpdns.org/4gtv-live026/index.m3u8
LUXE TV,http://4gtv.livednow.dpdns.org/4gtv-live121/index.m3u8
MagellanTV頻道,http://4gtv.livednow.dpdns.org/4gtv-live123/index.m3u8
八大精彩台,http://4gtv.livednow.dpdns.org/4gtv-4gtv034/index.m3u8
靖天戲劇台,http://4gtv.livednow.dpdns.org/4gtv-4gtv058/index.m3u8
靖洋戲劇台,http://4gtv.livednow.dpdns.org/4gtv-4gtv045/index.m3u8
非凡商業台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv048/index.m3u8
台視新聞台,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv051/index.m3u8
台視新聞台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv051/index.m3u8
台視財經台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv056/index.m3u8
公視戲劇,http://4gtv.livednow.dpdns.org/4gtv-4gtv042/index.m3u8
好消息2台,http://xn--elt51t.azip.dpdns.org:5008/of-litv-ftv17/index.m3u8
HITS頻道,http://4gtv.livednow.dpdns.org/4gtv-live620/index.m3u8
Smart知識台,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn19/index.m3u8
亞洲旅遊,http://4gtv.livednow.dpdns.org/4gtv-4gtv076/index.m3u8
三立都會台,https://smart.pendy.dpdns.org/Smart.php?id=sanlidouhui
第一商業台,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv104/index.m3u8
中視新聞台,http://xn--elt51t.azip.dpdns.org:5008/of-4gtv-4gtv074/index.m3u8
亞洲旅遊台,http://xn--elt51t.azip.dpdns.org:5008/of-4gtv-4gtv076/index.m3u8
國會頻道1,http://xn--elt51t.azip.dpdns.org:5008/of-4gtv-4gtv084/index.m3u8
國會頻道2,http://xn--elt51t.azip.dpdns.org:5008/of-4gtv-4gtv085/index.m3u8
台灣戲劇HD,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn22/index.m3u8
第1商業台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv104/index.m3u8
ELTV生活英語台,http://xn--elt51t.azip.dpdns.org:5008/of-litv-longturn20/index.m3u8
龍華洋片HD,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn02/index.m3u8
龍華卡通台,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn01/index.m3u8
龍華電影台,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn03/index.m3u8
龍華日韓台,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn11/index.m3u8
龍華偶像台,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn12/index.m3u8
龍華戲劇台,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn18/index.m3u8
龍華經典HD,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn21/index.m3u8
民視第一台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv003/index.m3u8
民視台灣台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv001/index.m3u8
中視,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv040/index.m3u8
中視經典台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv080/index.m3u8
三立綜合台HD,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live207/index.m3u8
八大綜藝台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv039/index.m3u8
中視菁采台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv064/index.m3u8
TVBS精采台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv067/index.m3u8
愛爾達娛樂台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv070/index.m3u8
靖天綜合台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv046/index.m3u8
靖天日本台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv047/index.m3u8
新唐人亞太台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live050/index.m3u8
ARIRANG阿里郎頻道,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv079/index.m3u8
Global Trekker,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live112/index.m3u8
東森購物四台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live049/index.m3u8
LiveABC互動英語頻道,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live030/index.m3u8
達文西頻道,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv018/index.m3u8
ELTV生活英語台,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn20/index.m3u8
Nickelodeon,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live105/index.m3u8
DreamWorks 夢工廠動畫,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live017/index.m3u8
靖天卡通台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv044/index.m3u8
靖洋卡通,http://4gtv.livednow.dpdns.org/li-4gtv-4gtv057/index.m3u8
民視綜藝,http://4gtv.livednow.dpdns.org/4gtv-4gtv004/index.m3u8
靖天育樂,http://4gtv.livednow.dpdns.org/4gtv-4gtv062/index.m3u8
靖天資訊,http://4gtv.livednow.dpdns.org/4gtv-4gtv065/index.m3u8
ROCK Entertainment,http://4gtv.livednow.dpdns.org/4gtv-live080/index.m3u8
電影原聲台CMusic,http://4gtv.livednow.dpdns.org/4gtv-live031/index.m3u8
Trace Urban,http://4gtv.livednow.dpdns.org/4gtv-4gtv082/index.m3u8
MEZZO LIVE HD,http://4gtv.livednow.dpdns.org/4gtv-4gtv083/index.m3u8
TRACE Sport Stars,http://4gtv.livednow.dpdns.org/4gtv-4gtv077/index.m3u8
智林體育,http://4gtv.livednow.dpdns.org/4gtv-4gtv101/index.m3u8
時尚運動X,http://4gtv.livednow.dpdns.org/4gtv-4gtv014/index.m3u8
Esports TV,http://4gtv.livednow.dpdns.org/4gtv-4gtv053/index.m3u8
Pet Club TV,http://4gtv.livednow.dpdns.org/4gtv-live110/index.m3u8
視納華仁紀實頻道,http://4gtv.livednow.dpdns.org/4gtv-4gtv013/index.m3u8
ROCK Action,http://4gtv.livednow.dpdns.org/4gtv-live138/index.m3u8
靖天映畫,http://4gtv.livednow.dpdns.org/4gtv-4gtv055/index.m3u8
Cinema World,http://4gtv.livednow.dpdns.org/4gtv-live069/index.m3u8
博斯魅力台,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn04/index.m3u8







大陸頻道,#genre#
CCTV1,https://node1.olelive.com:6443/live/CCTV1HD/hls.m3u8
CCTV2,http://123.52.19.202:85/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://123.52.19.202:85/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://123.52.19.202:85/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://118.81.251.190:9003/hls/5/index.m3u8
CCTV5,http://ygbh.site/php/bfgd.php?id=064
CCTV5,http://iptv.hn.cn:1258/mgtv/641886683.m3u8
CCTV5+,http://171.120.111.8:9003/hls/6/index.m3u8
CCTV6,http://60.26.10.102:8100/mgtv/624878396.m3u8
CCTV7,http://smart.tv.home.kg/smtv.php?id=cctv7
CCTV8,http://60.223.72.21:8004/rtp/226.0.2.211:9600
CCTV9,http://222.133.202.123:8004/mgtv/673168140.m3u8
CCTV9,http://bl.dchwtq.asia:10000/rtp/239.69.1.104:10262
CCTV10,http://60.26.10.102:8100/mgtv/624878405.m3u8
CCTV11,http://171.213.218.157:19999/udp/239.93.0.102:5140
CCTV12,http://111.43.126.240:9003/hls/25/index.m3u8
CCTV13,http://118.79.115.58:6001/rtp/226.0.2.165:9232
CCTV13,http://bl.dchwtq.asia:10000/rtp/239.254.96.161:9040
CCTV14,http://118.79.114.253:6001/rtp/226.0.2.166:9240
CCTV14,http://bl.dchwtq.asia:10000/rtp/239.69.1.107:10280
CCTV15,http://171.213.218.157:19999/udp/239.93.0.103:5140
CCTV15,http://118.81.251.190:9003/hls/16/index.m3u8
CCTV16,http://bl.dchwtq.asia:10000/rtp/239.69.1.247:11124
CCTV16,http://171.120.111.8:9003/hls/17/index.m3u8
南寧影視娛樂,http://hls.nntv.cn/nnlive/YSYL_244.m3u8
黑龍江衛視,http://39.135.133.173/wh7f454c46tw236674774_1536015720/ottrrs.hl.chinamobile.com/pltv/88888888/224/3221226327/.m3u8
偃師新聞,http://live.dxhmt.cn:9081/tv/10381-1.m3u8
安徽衛視,http://39.135.133.159/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
CCTV16,http://58.17.48.228:808/hls/25/index.m3u8
CCTV16,http://221.226.51.220:50081/newlive/live/hls/1/live.m3u8
河南衛視,http://www.mfykeke.top:35455/mgtv/790187291.m3u8
邢台綜合,https://stream1.freetv.fun/xing-tai-zong-he-4.m3u8
東南衛視,http://www.mfykeke.top:35455/nptv/dongnan.m3u8
