台灣,#genre#
台湾|好消息 2,http://tw.huohuoaa.tech/22.php?id=good2_twn
台湾|大爱2台,http://tw.huohuoaa.tech/22.php?id=daai2_twn
台湾|亚洲美食,http://tw.huohuoaa.tech/22.php?id=afc_twn
台湾|美食星球,http://tw.huohuoaa.tech/22.php?id=foodplanet_twn
台湾|亚洲旅游 TLC Asia,http://tw.huohuoaa.tech/22.php?id=tlc_twn
台湾|东森电影 ETTV Movie,http://tw.huohuoaa.tech/22.php?id=ettvmovie
台湾|阿里郎 Arirang,http://tw.huohuoaa.tech/22.php?id=arirang_twn
台湾|博斯运动 1,http://tw.huohuoaa.tech/22.php?id=bosisport1_twn
台湾|博斯运动 2,http://tw.huohuoaa.tech/22.php?id=bosisport2_twn
台湾|博斯高球2 HD,http://tw.huohuoaa.tech/22.php?id=bosigolf2_twn
台湾|博斯网球 HD,http://tw.huohuoaa.tech/22.php?id=bositennis_twn
台湾|东森洋片 ETTV Western,http://tw.huohuoaa.tech/22.php?id=ettvwestern
台湾|龙华洋片 Lunghua Western,http://tw.huohuoaa.tech/22.php?id=lunghuawestern_twn
台湾|博斯无限,http://tw.huohuoaa.tech/22.php?id=bosiunlimited_twn
台湾|MTV Live,http://tw.huohuoaa.tech/22.php?id=mtvhd_twn
台湾|龙详时代,http://tw.huohuoaa.tech/22.php?id=lungxiangtime_twn
台湾|EYETV 旅游,http://tw.huohuoaa.tech/22.php?id=eyetvtravel_twn
台湾|靖天卡通台,http://tw.huohuoaa.tech/22.php?id=jingtiancartoon_twn
台湾|EYETV 戏剧,http://tw.huohuoaa.tech/22.php?id=eyetvxiju_twn
台湾|卫视中文台 Star Movies Chinese,http://tw.huohuoaa.tech/22.php?id=weishichinese_twn
台湾|东森幼幼 Yoyo TV,http://tw.huohuoaa.tech/22.php?id=yoyo_twn
台湾|卫视电影台,http://tw.huohuoaa.tech/22.php?id=weishimovie_twn
台湾|美亚电影,http://tw.huohuoaa.tech/22.php?id=meiyamovie_twn
台湾|爱尔达影剧台,http://tw.huohuoaa.tech/22.php?id=eltayingju_twn
台湾|爱尔达综合台,http://tw.huohuoaa.tech/22.php?id=eltazonghe_twn
台湾|星卫电影,http://tw.huohuoaa.tech/22.php?id=xingwei_movie
台湾|爱尔达影剧,http://tw.huohuoaa.tech/22.php?id=eltayingju_twn
台湾|AFC 亚洲旅游台,http://tw.huohuoaa.tech/22.php?id=asiatravel_twn
台湾|爱尔达体育2台,http://tw.huohuoaa.tech/22.php?id=eltasport2_twn
台湾|爱尔达体育3台,http://tw.huohuoaa.tech/22.php?id=eltasport3_twn

電影,#genre#
电影频道|HBO_HD,http://tw.huohuoaa.tech/22.php?id=hbohd_twn
电影频道|HBO_HITS,http://tw.huohuoaa.tech/22.php?id=hbohit_twn
电影频道|Hollywood Movies,http://tw.huohuoaa.tech/22.php?id=hollywoodmovies_twn
电影频道|CCTV-6,http://tw.huohuoaa.tech/22.php?id=cctv6
电影频道|CINEMAX,http://tw.huohuoaa.tech/22.php?id=cinemax_twn
电影频道|Cinemax,http://tw.huohuoaa.tech/22.php?id=Cinemax
电影频道|AXN Taiwan,http://tw.huohuoaa.tech/22.php?id=axn_twn
电影频道|大爱2台,http://tw.huohuoaa.tech/22.php?id=daai2_twn
电影频道|东森电影 ETTV Movie,http://tw.huohuoaa.tech/22.php?id=ettvmovie
电影频道|东森洋片 ETTV Western,http://tw.huohuoaa.tech/22.php?id=ettvwestern
电影频道|龙华洋片 Lunghua Western,http://tw.huohuoaa.tech/22.php?id=lunghuawestern_twn
电影频道|Animax,http://tw.huohuoaa.tech/22.php?id=Animax
电影频道|龙详时代,http://tw.huohuoaa.tech/22.php?id=lungxiangtime_twn
电影频道|Movies Now HD,http://tw.huohuoaa.tech/22.php?id=moviesnow_raj
电影频道|Star Movies HD,http://tw.huohuoaa.tech/22.php?id=starmovies_raj
电影频道|卫视中文台 Star Movies Chinese,http://tw.huohuoaa.tech/22.php?id=weishichinese_twn
电影频道|HBO Family,http://tw.huohuoaa.tech/22.php?id=Hbofamily
电影频道|Hits,http://tw.huohuoaa.tech/22.php?id=Hits
电影频道|Warner TV,http://tw.huohuoaa.tech/22.php?id=WarnerTV
电影频道|卫视电影台,http://tw.huohuoaa.tech/22.php?id=weishimovie_twn
电影频道|HBO HD,http://tw.huohuoaa.tech/22.php?id=Hbo
电影频道|美亚电影,http://tw.huohuoaa.tech/22.php?id=meiyamovie_twn
电影频道|HBO Signature,http://tw.huohuoaa.tech/22.php?id=Hbosignature
电影频道|HBO Hits,http://tw.huohuoaa.tech/22.php?id=Hbohitshd
电影频道|星卫电影,http://tw.huohuoaa.tech/22.php?id=xingwei_movie
电影频道|SCM,http://tw.huohuoaa.tech/22.php?id=Weishimovie
电影频道|Dreamworks,http://tw.huohuoaa.tech/22.php?id=Dreamworks
电影频道|Thrill,http://tw.huohuoaa.tech/22.php?id=Thrill
电影频道|Hits Movie,http://tw.huohuoaa.tech/22.php?id=Hitsmovie
电影频道|One,http://tw.huohuoaa.tech/22.php?id=One
电影频道|tvN Movie,http://tw.huohuoaa.tech/22.php?id=Tvnmovie
电影频道|Celestial Classic,http://tw.huohuoaa.tech/22.php?id=Celestial2
电影频道|Celestial Movies HD,http://tw.huohuoaa.tech/22.php?id=Celestialindo
电影频道|Axn HD,http://tw.huohuoaa.tech/22.php?id=Axn
电影频道|Paramount Network,http://tw.huohuoaa.tech/22.php?id=Paramountnetwork
电影频道|Astrol Kplus,http://tw.huohuoaa.tech/22.php?id=Kplus
电影频道|Rock Actions,http://tw.huohuoaa.tech/22.php?id=Rockaction
电影频道|Rock Entertainment,http://tw.huohuoaa.tech/22.php?id=Rockentertain

體育,#genre#
体育频道|Astro Premier League 1,http://tw.huohuoaa.tech/22.php?id=go_assp1
体育频道|Astro EPL 1 backup,http://tw.huohuoaa.tech/22.php?id=go_assp1x
体育频道|Astro Premier League 2,http://tw.huohuoaa.tech/22.php?id=go_assp2
体育频道|Astro Grandstand,http://tw.huohuoaa.tech/22.php?id=go_assp3
体育频道|Astro Football,http://tw.huohuoaa.tech/22.php?id=go_assp4
体育频道|Astro Sports Plus,http://tw.huohuoaa.tech/22.php?id=go_sportsplus
体育频道|Astro Badminton 1,http://tw.huohuoaa.tech/22.php?id=go_badminton1
体育频道|Astro Badminton 2,http://tw.huohuoaa.tech/22.php?id=go_badminton2
体育频道|Astro W-Sports,http://tw.huohuoaa.tech/22.php?id=go_assp5
体育频道|Supersports 1,http://tw.huohuoaa.tech/22.php?id=Assp1
体育频道|Supersports 2,http://tw.huohuoaa.tech/22.php?id=Assp2
体育频道|Supersports 3,http://tw.huohuoaa.tech/22.php?id=Assp3
体育频道|Supersports 4,http://tw.huohuoaa.tech/22.php?id=Assp4
体育频道|WWE,http://tw.huohuoaa.tech/22.php?id=Wwe
体育频道|Fight Sports,http://tw.huohuoaa.tech/22.php?id=Fs
体育频道|NBA TV,http://tw.huohuoaa.tech/22.php?id=Nba
体育频道|Astro Cricket,http://tw.huohuoaa.tech/22.php?id=Acricket
体育频道|Astro Golf,http://tw.huohuoaa.tech/22.php?id=Agolf
体育频道|Tnt Sports 1,http://tw.huohuoaa.tech/22.php?id=6fac0aaead
体育频道|TNT Sports 2,http://tw.huohuoaa.tech/22.php?id=d9a76a79cc
体育频道|TNT Sports 3,http://tw.huohuoaa.tech/22.php?id=5fea4d73db
体育频道|TNT Sports 4,http://tw.huohuoaa.tech/22.php?id=tntsport4
体育频道|Sony Ten 1,http://tw.huohuoaa.tech/22.php?id=ten1_raj
体育频道|Sony Ten 2,http://tw.huohuoaa.tech/22.php?id=ten2_raj
体育频道|Sony Ten 3,http://tw.huohuoaa.tech/22.php?id=ten3_raj
体育频道|SPOTV 1 HD,http://tw.huohuoaa.tech/22.php?id=go_spotv
体育频道|SPO TV 2,http://tw.huohuoaa.tech/22.php?id=go_spotv2
体育频道|Skysports F1,http://tw.huohuoaa.tech/22.php?id=tiankongf1
体育频道|Skysports Cricket,http://tw.huohuoaa.tech/22.php?id=tiankongcricket
体育频道|Skysports EPL,http://tw.huohuoaa.tech/22.php?id=tiankongepl
体育频道|Skysports Main Event,http://tw.huohuoaa.tech/22.php?id=tiankongmain
体育频道|Skysports News,http://tw.huohuoaa.tech/22.php?id=tiankongnews
体育频道|Skysports Mix,http://tw.huohuoaa.tech/22.php?id=tiankongmix
体育频道|CCTV-5 体育频道,http://tw.huohuoaa.tech/22.php?id=cctv5
体育频道|CCTV-5+ 体育赛事 HD,http://tw.huohuoaa.tech/22.php?id=cctv5plus
体育频道|爱尔达体育2台,http://tw.huohuoaa.tech/22.php?id=eltasport2_twn
体育频道|爱尔达体育3台,http://tw.huohuoaa.tech/22.php?id=eltasport3_twn
体育频道|Rugby Pass TV,http://tw.huohuoaa.tech/22.php?id=Rugbypasstv
体育频道|RTM Sports HD,http://tw.huohuoaa.tech/22.php?id=Rtmsport
体育频道|Arena,http://tw.huohuoaa.tech/22.php?id=Arena
体育频道|Arena 2,http://tw.huohuoaa.tech/22.php?id=Arena2
体育频道|BolaArena 1,http://tw.huohuoaa.tech/22.php?id=Bolaarena1
体育频道|BolaArena 2,http://tw.huohuoaa.tech/22.php?id=Bolaarena2
体育频道|Astro Beinsports 1,http://tw.huohuoaa.tech/22.php?id=Astrobein1
体育频道|Astro Beinsports 2,http://tw.huohuoaa.tech/22.php?id=Astrobein2
体育频道|Astro Beinsports 3,http://tw.huohuoaa.tech/22.php?id=Astrobein3

紀錄片,#genre#
纪录频道|Natgeo_HD,http://tw.huohuoaa.tech/22.php?id=natgeohd_twn
纪录频道|NatGeo_Wild HD,http://tw.huohuoaa.tech/22.php?id=natgeowild_twn
纪录频道|Animal_Planet,http://tw.huohuoaa.tech/22.php?id=animalplanet_twn
纪录频道|Discovery Asia,http://tw.huohuoaa.tech/22.php?id=discoverytwn_twn
纪录频道|CI,http://tw.huohuoaa.tech/22.php?id=ci_twn
纪录频道|Asia Travel,http://tw.huohuoaa.tech/22.php?id=asiatravel_twn
纪录频道|Discovery HD,http://tw.huohuoaa.tech/22.php?id=discoveryhd_twn
纪录频道|亚洲美食,http://tw.huohuoaa.tech/22.php?id=afc_twn
纪录频道|美食星球,http://tw.huohuoaa.tech/22.php?id=foodplanet_twn
纪录频道|亚洲旅游 TLC Asia,http://tw.huohuoaa.tech/22.php?id=tlc_twn
纪录频道|NatGeo HD,http://tw.huohuoaa.tech/22.php?id=Natgeo
纪录频道|Fashion TV,http://tw.huohuoaa.tech/22.php?id=fashiontv_twn
纪录频道|History,http://tw.huohuoaa.tech/22.php?id=History
纪录频道|BBC Earth HD,http://tw.huohuoaa.tech/22.php?id=bbcearth_twn
纪录频道|BBC Earth Lifestyle,http://tw.huohuoaa.tech/22.php?id=bbclifestyle_twn
纪录频道|MTV Live,http://tw.huohuoaa.tech/22.php?id=mtvhd_twn
纪录频道|NatGeo Wild HD,http://tw.huohuoaa.tech/22.php?id=Natgeowild
纪录频道|Animal Planet (Eng),http://tw.huohuoaa.tech/22.php?id=AnimalPlanet
纪录频道|TLC,http://tw.huohuoaa.tech/22.php?id=Tlc
纪录频道|Foodnetwork Hd,http://tw.huohuoaa.tech/22.php?id=Foodnetwork
纪录频道|HGTV,http://tw.huohuoaa.tech/22.php?id=HGTV
纪录频道|AFC 亚洲旅游台,http://tw.huohuoaa.tech/22.php?id=asiatravel_twn

新聞,#genre#
新闻频道|Skynews,http://tw.huohuoaa.tech/22.php?id=skynews_twn
新闻频道|ABC News,http://tw.huohuoaa.tech/22.php?id=abcnews_glo
新闻频道|东森财经新闻 ETTV Business,http://tw.huohuoaa.tech/22.php?id=ettvcaijing_twn
新闻频道|CBS HD,http://tw.huohuoaa.tech/22.php?id=cbshd_glo
新闻频道|CBSN HD,http://tw.huohuoaa.tech/22.php?id=cbsn_glo
新闻频道|France 24,http://tw.huohuoaa.tech/22.php?id=france24_twn
新闻频道|DW (Deutsch),http://tw.huohuoaa.tech/22.php?id=dw_twn
新闻频道|NHK World,http://tw.huohuoaa.tech/22.php?id=nhkworld_japan
新闻频道|Fox News,http://tw.huohuoaa.tech/22.php?id=foxnews_twn
新闻频道|CGTN,http://tw.huohuoaa.tech/22.php?id=CGTN
新闻频道|CNN International,http://tw.huohuoaa.tech/22.php?id=Cnn
新闻频道|CNN backup,http://tw.huohuoaa.tech/22.php?id=cnn_twn
新闻频道|CNBC,http://tw.huohuoaa.tech/22.php?id=cnbc_twn
新闻频道|CNA,http://tw.huohuoaa.tech/22.php?id=cna
新闻频道|BBC World News,http://tw.huohuoaa.tech/22.php?id=bbcnews_twn
新闻频道|BBC World News,http://tw.huohuoaa.tech/22.php?id=Bbcnews
新闻频道|Bloomberg News,http://tw.huohuoaa.tech/22.php?id=bloomberg_twn
新闻频道|Al-Jazeera,http://tw.huohuoaa.tech/22.php?id=aljazeera_twn

兒童,#genre#
儿童频道|Baby TV Eng,http://tw.huohuoaa.tech/22.php?id=Babytv
儿童频道|CBeebies,http://tw.huohuoaa.tech/22.php?id=Cbeebies
儿童频道|Kids TV,http://tw.huohuoaa.tech/22.php?id=KidsTV
儿童频道|Momo TV,http://tw.huohuoaa.tech/22.php?id=momo1_twn
儿童频道|Animax,http://tw.huohuoaa.tech/22.php?id=Animax
儿童频道|Baby TV,http://tw.huohuoaa.tech/22.php?id=babytv_twn
儿童频道|MiaoMi,http://tw.huohuoaa.tech/22.php?id=MiaoMi
儿童频道|靖天卡通台,http://tw.huohuoaa.tech/22.php?id=jingtiancartoon_twn
儿童频道|东森幼幼 Yoyo TV,http://tw.huohuoaa.tech/22.php?id=yoyo_twn
儿童频道|Cartoon Network,http://tw.huohuoaa.tech/22.php?id=Cn
儿童频道|Nickelodeon,http://tw.huohuoaa.tech/22.php?id=Nickelodeon
儿童频道|Nick Jr,http://tw.huohuoaa.tech/22.php?id=Nickjr

韓國,#genre#
韩国|Arirang HD,http://tw.huohuoaa.tech/22.php?id=arirang_korea
韩国|Yonhap News,http://tw.huohuoaa.tech/22.php?id=yonhapnews_korea
韩国|CBS,http://tw.huohuoaa.tech/22.php?id=cbs_korea
韩国|EBS 1,http://tw.huohuoaa.tech/22.php?id=ebs1_korea
韩国|EBS2,http://tw.huohuoaa.tech/22.php?id=ebs2_korea
韩国|EBS Plus2,http://tw.huohuoaa.tech/22.php?id=ebsplus2_korea
韩国|SBS Plus,http://tw.huohuoaa.tech/22.php?id=sbsplus_korea
韩国|YTN,http://tw.huohuoaa.tech/22.php?id=ytn_korea
韩国|KBS World 24,http://tw.huohuoaa.tech/22.php?id=kbsworld24_korea
韩国|YTN Science,http://tw.huohuoaa.tech/22.php?id=ytnscience_korea
韩国|YTN Korean,http://tw.huohuoaa.tech/22.php?id=ytnkorean_korea
韩国|YTN DMB,http://tw.huohuoaa.tech/22.php?id=ytndmb_korea
韩国|Apps TV,http://tw.huohuoaa.tech/22.php?id=appongoogle_korea
韩国|All the Kpop,http://tw.huohuoaa.tech/22.php?id=allthekpop_korea
韩国|J the Kpop,http://tw.huohuoaa.tech/22.php?id=jthekpop_korea
韩国|EBS Kids,http://tw.huohuoaa.tech/22.php?id=ebskids_korea
韩国|CGNTV,http://tw.huohuoaa.tech/22.php?id=cgntv_korea

日本,#genre#
日本|NHK-総合-2,http://tw.huohuoaa.tech/22.php?id=nhkg_japan
日本|NHK-E,http://tw.huohuoaa.tech/22.php?id=nhke_japan
日本|テレビ朝日 Asahi TV,http://tw.huohuoaa.tech/22.php?id=asahitv_japan
日本|JET 綜合,http://tw.huohuoaa.tech/22.php?id=jettv_japan
日本|テレビ東京 Tokyo TV,http://tw.huohuoaa.tech/22.php?id=tokyotv_japan
日本|TOKYOMX,http://tw.huohuoaa.tech/22.php?id=tokyomx_japan
日本|NHKBS1,http://tw.huohuoaa.tech/22.php?id=nhkbs1_japan
日本|NHKBSプレミア Premium,http://tw.huohuoaa.tech/22.php?id=nhkpremium_japan
日本|BSジャパン 181,http://tw.huohuoaa.tech/22.php?id=bs181_japan
日本|BSフジ BS Fuji,http://tw.huohuoaa.tech/22.php?id=bsfuji_japan
日本|CNA Japan,http://tw.huohuoaa.tech/22.php?id=cna_japan
日本|BS-TBS,http://tw.huohuoaa.tech/22.php?id=bstbs_japan
日本|NHK Oaska,http://tw.huohuoaa.tech/22.php?id=nhkosaka_japan
日本|NHK World,http://tw.huohuoaa.tech/22.php?id=nhkworld_japan

香港,#genre#
香港|翡翠台,http://tw.huohuoaa.tech/22.php?id=jade_twn
香港|翡翠台 backup,http://tw.huohuoaa.tech/22.php?id=Jade_xue
香港|iNews 新闻台,http://tw.huohuoaa.tech/22.php?id=inews_twn
香港|J 2,http://tw.huohuoaa.tech/22.php?id=j2_twn
香港|珍珠台,http://tw.huohuoaa.tech/22.php?id=pearl_twn
香港|凤凰香港,http://tw.huohuoaa.tech/22.php?id=hkphoenix_twn
香港|HOY资讯台,http://tw.huohuoaa.tech/22.php?id=hoycaijing_twn
香港|RHK 31,http://tw.huohuoaa.tech/22.php?id=rhk31_twn
香港|VIUTV1,http://tw.huohuoaa.tech/22.php?id=viu1_twn
香港|RHK 32,http://tw.huohuoaa.tech/22.php?id=rhk32_twn
香港|凤凰卫视,http://tw.huohuoaa.tech/22.php?id=phoenixtv_hd
香港|凤凰资讯,http://tw.huohuoaa.tech/22.php?id=phoenixinfo_hd
香港|Viu6,http://tw.huohuoaa.tech/22.php?id=viusix_twn

大陸,#genre#
中国|CCTV-1 综合 HD,http://tw.huohuoaa.tech/22.php?id=cctv1
中国|CCTV-2 财经,http://tw.huohuoaa.tech/22.php?id=cctv2
中国|CCTV-3 综艺 HD,http://tw.huohuoaa.tech/22.php?id=cctv3
中国|CCTV-4 中文国际,http://tw.huohuoaa.tech/22.php?id=cctv4
中国|CCTV4 新闻台,http://tw.huohuoaa.tech/22.php?id=Cctv4
中国|CCTV-7 军事农业,http://tw.huohuoaa.tech/22.php?id=cctv7
中国|CCTV-8 电视剧 HD,http://tw.huohuoaa.tech/22.php?id=cctv8hd
中国|CCTV-9 记录 HD,http://tw.huohuoaa.tech/22.php?id=cctv9hd
中国|CCTV-10 科教 HD,http://tw.huohuoaa.tech/22.php?id=cctv10hd
中国|CCTV-11 戏曲,http://tw.huohuoaa.tech/22.php?id=cctv11
中国|CCTV-12 社会与法,http://tw.huohuoaa.tech/22.php?id=cctv12
中国|CCTV-13 新闻频道,http://tw.huohuoaa.tech/22.php?id=cctv13
中国|CCTV-14 少儿,http://tw.huohuoaa.tech/22.php?id=cctv14
中国|CCTV-6,http://tw.huohuoaa.tech/22.php?id=cctv6
中国|CCTV-15 音乐,http://tw.huohuoaa.tech/22.php?id=cctv15
中国|湖南卫视,http://tw.huohuoaa.tech/22.php?id=hunan_twn
中国|浙江卫视,http://tw.huohuoaa.tech/22.php?id=zhejiang_twn
中国|江苏卫视,http://tw.huohuoaa.tech/22.php?id=jiangsu_twn
中国|深圳卫视,http://tw.huohuoaa.tech/22.php?id=shenzhen
中国|福建东南卫视,http://tw.huohuoaa.tech/22.php?id=fujian
中国|广东南方卫视,http://tw.huohuoaa.tech/22.php?id=nanfang_twn
中国|广东卫视,http://tw.huohuoaa.tech/22.php?id=guangdongweishi_twn
中国|北京卫视,http://tw.huohuoaa.tech/22.php?id=beijing
中国|珠江台,http://tw.huohuoaa.tech/22.php?id=zhujiang
中国|广西卫视,http://tw.huohuoaa.tech/22.php?id=guangxi
中国|湖北卫视,http://tw.huohuoaa.tech/22.php?id=hubei
中国|四川卫视,http://tw.huohuoaa.tech/22.php?id=sichuan_twn
中国|东方卫视,http://tw.huohuoaa.tech/22.php?id=dongfangweishi_twn
中国|CGTN,http://tw.huohuoaa.tech/22.php?id=CGTN
中国|凤凰卫视,http://tw.huohuoaa.tech/22.php?id=phoenixtv_hd
中国|凤凰资讯,http://tw.huohuoaa.tech/22.php?id=phoenixinfo_hd
中国|CCTV-5 体育频道,http://tw.huohuoaa.tech/22.php?id=cctv5
中国|CCTV-5+ 体育赛事 HD,http://tw.huohuoaa.tech/22.php?id=cctv5plus

新加坡,#genre#
新加坡|Channel 5,http://tw.huohuoaa.tech/22.php?id=Channel5HD
新加坡|Channel 8,http://tw.huohuoaa.tech/22.php?id=Channel8HD
新加坡|Suria,http://tw.huohuoaa.tech/22.php?id=Suria
新加坡|Channel U,http://tw.huohuoaa.tech/22.php?id=ChannelU
新加坡|Vasantham,http://tw.huohuoaa.tech/22.php?id=Vasantham
新加坡|CNA,http://tw.huohuoaa.tech/22.php?id=cna
新加坡|CNA backup,http://tw.huohuoaa.tech/22.php?id=cna_twn
新加坡|MeWatch Ch 5,http://tw.huohuoaa.tech/22.php?id=Mewatch_ch5
新加坡|MeWatch Ch 8,http://tw.huohuoaa.tech/22.php?id=Mewatch_ch8
新加坡|MeWatch Ch U,http://tw.huohuoaa.tech/22.php?id=Mewatch_chU
新加坡|MeWatch Suria,http://tw.huohuoaa.tech/22.php?id=Mewatch_Suria
新加坡|MeWatch Vasantham,http://tw.huohuoaa.tech/22.php?id=Mewatch_Vasantham
新加坡|MeWatch CNA,http://tw.huohuoaa.tech/22.php?id=Mewatch_cna

馬來西亞,#genre#
马来西亚|TV1,http://tw.huohuoaa.tech/22.php?id=TV1
马来西亚|TV1 backup,http://tw.huohuoaa.tech/22.php?id=TV1_backup
马来西亚|TV2,http://tw.huohuoaa.tech/22.php?id=TV2
马来西亚|TV3,http://tw.huohuoaa.tech/22.php?id=TV3
马来西亚|TV3 SD,http://tw.huohuoaa.tech/22.php?id=TV3_mega
马来西亚|NTV7,http://tw.huohuoaa.tech/22.php?id=NTV7
马来西亚|TV8,http://tw.huohuoaa.tech/22.php?id=TV8
马来西亚|TV9,http://tw.huohuoaa.tech/22.php?id=TV9
马来西亚|Ria,http://tw.huohuoaa.tech/22.php?id=Ria-0
马来西亚|Ria-3,http://tw.huohuoaa.tech/22.php?id=Ria_backup
马来西亚|Al-Hijrah,http://tw.huohuoaa.tech/22.php?id=Alhijrah
马来西亚|Al-Hijrah backup,http://tw.huohuoaa.tech/22.php?id=Alhijrah_backup
马来西亚|Awani,http://tw.huohuoaa.tech/22.php?id=Awani
马来西亚|Bernama,http://tw.huohuoaa.tech/22.php?id=Bernama
马来西亚|Prima,http://tw.huohuoaa.tech/22.php?id=Prima-0
马来西亚|Prima backup,http://tw.huohuoaa.tech/22.php?id=AAprima1
马来西亚|Prima backup 2,http://tw.huohuoaa.tech/22.php?id=AAprima
马来西亚|Ceria,http://tw.huohuoaa.tech/22.php?id=Ceria
马来西亚|Astro MTV,http://tw.huohuoaa.tech/22.php?id=AstroMTV
马来西亚|Mecca Live HD,http://tw.huohuoaa.tech/22.php?id=quran_mido
马来西亚|Madinah HD,http://tw.huohuoaa.tech/22.php?id=sunnah_mido
马来西亚|Oasis,http://tw.huohuoaa.tech/22.php?id=Oasis
马来西亚|HBO HD,http://tw.huohuoaa.tech/22.php?id=Hbo
马来西亚|HBO Signature,http://tw.huohuoaa.tech/22.php?id=Hbosignature
马来西亚|HBO Hits,http://tw.huohuoaa.tech/22.php?id=Hbohitshd
马来西亚|NatGeo Wild HD,http://tw.huohuoaa.tech/22.php?id=Natgeowild
马来西亚|Cartoon Network,http://tw.huohuoaa.tech/22.php?id=Cn
马来西亚|Nickelodeon,http://tw.huohuoaa.tech/22.php?id=Nickelodeon
马来西亚|Nick Jr,http://tw.huohuoaa.tech/22.php?id=Nickjr
