香港频道,#genre#
凤凰中文,https://live.catvod.com/live.php?id=phoenixtv_hd&token=8e62c45ef9d92ed5b9e747a0da3c8c1205ff894df56f34ef0fbe9556026fd297%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
凤凰资讯,https://live.catvod.com/live.php?id=phoenixinfo_hd&token=bf08c520c0685b333783bfb4848e0243e388ad1e79de0b66dbcba2f426a8f476%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
viutv6,https://live.catvod.com/live.php?id=viusix_twn&token=38f885e76788f370ba411e2a07287b0ba321e810dbdc31b41934efc97b90bcb0%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
央视频道,#genre#
CCTV1,https://live.catvod.com/live.php?id=cctv1&token=68e03042a52ca5217f696e33ec3a76b651b8df9c1937816bc420146ccebba135%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
CCTV2,https://live.catvod.com/live.php?id=cctv2&token=abf854cf69afa6c2c895d4ab39fb3fb83de2a39fcbf6363bbc5f69a84c8c44cf%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
CCTV3,https://live.catvod.com/live.php?id=cctv3&token=fc2ad07b59725309d8ffa771fb0d18ad76701823bf9e1c34436f3f55d63978ca%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
CCTV4,https://live.catvod.com/live.php?id=Cctv4&token=be0f48ae8d7699f5bc6bb4bd92b0b092dc880afeba29bea3e6d6a2a2898e4ec4%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
CCTV4,https://live.catvod.com/live.php?id=cctv4&token=c7c356276f8ceffa090c1499cd106bd960de9a31b187d94d675d0ecf271d1565%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
CCTV5,https://live.catvod.com/live.php?id=cctv5&token=fe978bcbd89ec697e837ee6e6544370a71a0faf6a7c3143d61a63fec0169fbb5%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
CCTV5+,https://live.catvod.com/live.php?id=cctv5plus&token=81bee95e22667f3ae3180e8ab4fd9a024ce8e965956a3e16abe802137731d8c0%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
CCTV6,https://live.catvod.com/live.php?id=cctv6&token=633d897a97f571f73204f0d5b77bce334cd521e98b41c8ce488e2ecfa1182330%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
CCTV7,https://live.catvod.com/live.php?id=cctv7&token=6031d9d8ae6e718e3d1bd0a10a40ed609f8123e100f867aa97bc7378ee1e1fe1%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
CCTV8,https://live.catvod.com/live.php?id=cctv8hd&token=7c0da1698a1e7d282ce2f57b2fe8db1b0a7e12d7ce1f5eb9a907d0e9aea54d92%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
CCTV9,https://live.catvod.com/live.php?id=cctv9hd&token=dd9b2fa7d75b67b500a3a61789da38783b2280f2a3fd1f73b6395719e3d473c1%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
CCTV10,https://live.catvod.com/live.php?id=cctv10hd&token=c1465f003928f3740ab2d37345d85b68c9dc9666e587a56a691dcbac8df4674f%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
CCTV11,https://live.catvod.com/live.php?id=cctv11&token=bc8025ae68f3ff51db197c397599bbd23c1a628e61f3f76594d90d229d890806%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
CCTV-12,https://live.catvod.com/live.php?id=cctv12&token=14d5238be770555efffe9533717887d3322fde41a585b4d4a0f2b5176ab707fe%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
CCTV-13,https://live.catvod.com/live.php?id=cctv13&token=be7b8a99b07de199f8eee4b0694500f2cf17877a93a74be61e3f60ea36b907b9%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
CCTV-14,https://live.catvod.com/live.php?id=cctv14&token=420c4de043e878d9caea89d04a3f84226407525be56c8844441264af061de8ee%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
CCTV-15,https://live.catvod.com/live.php?id=cctv15&token=35a1fc21d6fa9cc62640f0525994f0f1842551ba2de92a96259b97544625fa8e%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
CCTV-16,https://live.catvod.com/live.php?id=cctv16&token=705822a27a3caf7a17ab7d14b5a65a9ee5deb3510d68dd47576c6fa866168585%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
CCTV-17,https://live.catvod.com/live.php?id=cctv17&token=d729b7ce40d832133947ff991a40f37e17f950d444fe856596d69efae21ba608%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
CCTV1综合,http://iptv.4666888.xyz/iptv2A.php?id=cctv1
CCTV3综艺,http://iptv.4666888.xyz/iptv2A.php?id=cctv3
CCTV4中文国际,http://iptv.4666888.xyz/iptv2A.php?id=cctv4
CCTV5体育,http://iptv.4666888.xyz/iptv2A.php?id=cctv5
CCTV5+体育赛事,http://iptv.4666888.xyz/iptv2A.php?id=cctv5p
CCTV6电影,http://iptv.4666888.xyz/iptv2A.php?id=cctv6
CCTV7国防军事,http://iptv.4666888.xyz/iptv2A.php?id=cctv7
CCTV8电视剧,http://iptv.4666888.xyz/iptv2A.php?id=cctv8
CCTV9记录,http://iptv.4666888.xyz/iptv2A.php?id=cctv9
CCTV10科教,http://iptv.4666888.xyz/iptv2A.php?id=cctv10
CCTV11戏剧,http://iptv.4666888.xyz/iptv2A.php?id=cctv11
CCTV12社会与法,http://iptv.4666888.xyz/iptv2A.php?id=cctv12
CCTV13新闻,http://iptv.4666888.xyz/iptv2A.php?id=cctv13
CCTV14少儿,http://iptv.4666888.xyz/iptv2A.php?id=cctv14
CCTV15音乐,http://iptv.4666888.xyz/iptv2A.php?id=cctv15
CCTV16奥林匹克,http://iptv.4666888.xyz/iptv2A.php?id=cctv16
CCTV17农业农村,http://iptv.4666888.xyz/iptv2A.php?id=cctv17
卫视频道,#genre#
湖南卫视,https://live.catvod.com/live.php?id=hunan_twn&token=12619bbbaa3c7c580b42a536d4df647a23afc50dda9417ff3d10d235509b4853%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
浙江卫视,https://live.catvod.com/live.php?id=zhejiang_twn&token=3b69dff1baef813e2cce90e5f9246e5505b715cfca97697525bf598b555a51af%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
江苏卫视,https://live.catvod.com/live.php?id=jiangsu_twn&token=9010e255e2b367ca5a0e73fdbb1d93d9db2ca7e1b6b88f51a56cb045e35d9980%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
东方卫视,https://live.catvod.com/live.php?id=dongfangweishi_twn&token=ffcfc581fe7d4ee62ba0f4acfab2bb8d51e0f06cc077a3d61979a9ac41583b44%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
北京卫视,https://live.catvod.com/live.php?id=beijing&token=74bab5c8025d7fef02ece8cc17c0248ae47f22e1e0145b7e1ab573cdeed7a876%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
深圳卫视,https://live.catvod.com/live.php?id=shenzhen&token=2d38e6e617f66053703dd06b3c1e542b50a6228461e507d59492cad77c33f417%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
广东卫视,https://live.catvod.com/live.php?id=guangdongweishi_twn&token=27ef04dcd68cf8994abc86561216a579eb2a105af3aba829c1b91da8ffee1512%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
大湾区卫视,https://live.catvod.com/live.php?id=nanfang_twn&token=0898849831f6db0e53d3f538a9fedd1262f1f88c7d6204ac36405aa49a8b665c%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
珠江,https://live.catvod.com/live.php?id=zhujiang&token=113e105a8a0d2f69236428564a327d0e3c2f228a95070b5416ec5b770293822e%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
东南卫视,https://live.catvod.com/live.php?id=fujian&token=2819ef1514b10f1bbf67d6aba28668db32b3bc9f4c7d848427aacc202c63d1c0%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
广西卫视,https://live.catvod.com/live.php?id=guangxi&token=3aa66a380e8736bba4bff86e72df46290cf87c5a0b915d8755facca17d92e9e8%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
湖北卫视,https://live.catvod.com/live.php?id=hubei&token=894bf8740421c1cd74ae1486b219f04a5f3e45a3c0fd395cfe3d7b15c4f4865c%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
四川卫视,https://live.catvod.com/live.php?id=sichuan_twn&token=7791c348eba49081e32e343f7c09aa2f8d9a02f0efe99309b0288474e5202b0f%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
CGTN,https://live.catvod.com/live.php?id=CGTN&token=935f35202f83381af021b6f1a5abcc10c6597f35dc0cc4ff38dda421a2f09d6f%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
体育频道,#genre#
Astro Premier League 1,https://live.catvod.com/live.php?id=go_assp1&token=eed32de8ff1efa998e690184920d893f9705a7f02a7b7ae7daf51ce88e4607a5%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
Astro EPL 1 backup,https://live.catvod.com/live.php?id=go_assp1x&token=1451c01e351e75af6ccd5f281bb4b119e2052a6375fa3d8d979497ec8bc22219%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
Astro Premier League 2,https://live.catvod.com/live.php?id=go_assp2&token=5d8dc858108c8e249311b0070eb7a25676111654453726b6441ddd1b029ba084%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
Astro Grandstand,https://live.catvod.com/live.php?id=go_assp3&token=8027cacf90cd8994ae3c3bb3e2804da17076451ca3d0eb7e6a8b883008e23a01%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
Astro Football,https://live.catvod.com/live.php?id=go_assp4&token=df232eff220d05c10940b2bf8cab51dc73c8da70bb1d161da194c01818bad27f%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
Astro Sports Plus,https://live.catvod.com/live.php?id=go_sportsplus&token=4b3e5174df9037f66d18bd1dff57fe6502ec48fadee34a04ec87031f21349896%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
Astro Badminton 1,https://live.catvod.com/live.php?id=go_badminton1&token=eb2fc0b29379ac520d04dc9e507f30375ec16395b209e27357fcbeca150deb2d%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
Astro Badminton 2,https://live.catvod.com/live.php?id=go_badminton2&token=c724ab0c13c9daf43161c6bd64c279c6f10f426d0a577246fb3a4ef6ee323502%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
Astro W-Sports,https://live.catvod.com/live.php?id=go_assp5&token=a4cb77fa5955ef074d4142b40b3aff8859e060c7a2cc1ea6a7aaf5f0c17ea0f2%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
Supersports 1,https://live.catvod.com/live.php?id=Assp1&token=ba1ed8bae7c003545055b6a21824aead97030f5d84e4b89b1848fe891d0ecbcc%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
Supersports 2,https://live.catvod.com/live.php?id=Assp2&token=e58bd6f8470c0affc5805ad792426df44a330d81d14744463c6f45c8d49cbe65%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
Supersports 3,https://live.catvod.com/live.php?id=Assp3&token=276da2b74d1dfebabb597ff10c7c61421eddbc11ea2f02d3507286c560a15735%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
Supersports 4,https://live.catvod.com/live.php?id=Assp4&token=b332e3fad95bf33b92b07a8955053529eaf8283aedc70ec1af599a6abaab3bd4%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
WWE,https://live.catvod.com/live.php?id=Wwe&token=96923186041caea57a704bf5490f28c4e75df6ce7244dc78bf4b1adb51cbb9ec%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
FIGHTSPORTS,https://live.catvod.com/live.php?id=Fs&token=54842aa2d6b90d07be79357fc3c841a028bb9b889141452d44bc843f1e667a81%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
NBATV,https://live.catvod.com/live.php?id=Nba&token=73a53c1f6e188c5a4d438be4d73115e496f358d5bef8dc05105dd366dfca5283%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
Astro Cricket,https://live.catvod.com/live.php?id=Acricket&token=13da8a7403e94cc3d54dc403b37aec022db063d246dc83273e4c42ad34c9f00d%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
Astro Golf,https://live.catvod.com/live.php?id=Agolf&token=815cc1256f86a0228f26545093caa7b330aa70da4a21fd5f4a4842e68e4136f6%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
TNTSPORTS1,https://live.catvod.com/live.php?id=6fac0aaead&token=9789cb821fe78a6d4e09fae11e883cddb9c1d19bb8901b09368456ed9759547e%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
TNTSPORTS2,https://live.catvod.com/live.php?id=d9a76a79cc&token=d10bd14abe863ed043a5eaa6cd873664f721adbf590dcd39a6d56f9af51dc3c8%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
TNTSPORTS3,https://live.catvod.com/live.php?id=5fea4d73db&token=bb3c42392f8ade2271bb7c6a36377557f89134bc7fd19f10064d83c542f9b46c%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
TNTSPORTS4,https://live.catvod.com/live.php?id=tntsport4&token=a411f7cb882b6372ac6f8b11266555c2cf1512ffc7b21dcf589b05c2979813a6%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
SONYTEN1,https://live.catvod.com/live.php?id=ten1_raj&token=8fe21fc8ab99cbea1dbde17b67bde860b147f9331e0523c798d4e16a040d7c5b%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
SONYTEN2,https://live.catvod.com/live.php?id=ten2_raj&token=61f4659825403d67aeddad480ae3e59061099017c9cc48aeafbb44fd670ae3f0%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
SONYTEN3,https://live.catvod.com/live.php?id=ten3_raj&token=a3cde3c6e387e8d7cde4942c510ea602b0807ff92b01933ee38911151bd33ea0%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
SPOTV,https://live.catvod.com/live.php?id=go_spotv&token=0a63d304cb8ddf862a9c7895dac5e263bad17c76a12a1746b2108fc9809e07c5%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
SPOTV2,https://live.catvod.com/live.php?id=go_spotv2&token=bd74995ac44cd3991cf1a4330346a6d20a9d1a48a2c74713d9c755a78e663cb8%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
SKYSPORTS F1,https://live.catvod.com/live.php?id=tiankongf1&token=a5548fbbd14bb5318060219b36918a163f533219d548513ca2ababc1cfd6e655%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
SKYSPORTS Cricket,https://live.catvod.com/live.php?id=tiankongcricket&token=54425af59ade3fe35ed48b97e57827dda3834a8aaafb594bff48b26aa11dbef2%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
SKYSPORTS EPL,https://live.catvod.com/live.php?id=tiankongepl&token=956cfe6e9fe1acc5f56a32e7f037f6cd9791ba2e59d66f0440bc70070983b0fc%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
SKYSPORTS Main Event,https://live.catvod.com/live.php?id=tiankongmain&token=f5214501cdd0de19be355437bac7e069e2ca962221b5bca6205e2e47aa4567c5%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
SKYSPORTS News,https://live.catvod.com/live.php?id=tiankongnews&token=d80ac5c86d470b7d3a55ec4724855a666b911037451ff14dc076b25a580b742a%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
SKYSPORTS Mix,https://live.catvod.com/live.php?id=tiankongmix&token=3f5ee0a5b0122efe406e91b59b1d876242004958b38764c3a0373ded714bf907%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
爱尔达体育1台,https://live.catvod.com/live.php?id=eltasport_twn&token=f02d238ebfd5534ee424181a5a90f3043a0f556437248a88ade552387e26ecfe%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
爱尔达体育2台,https://live.catvod.com/live.php?id=eltasport2_twn&token=5dd90d3529d9c1f538c2d9142400eb097ea98ab3c357c614a6aace0badb13681%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
爱尔达体育3台,https://live.catvod.com/live.php?id=eltasport3_twn&token=a57feb333c755a69c3ea7fbbd88a33426ccaac6132376493732098e12f071853%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
爱尔达体育4台,https://live.catvod.com/live.php?id=eltasports4_twn&token=ffd6a0182f1845a7b49250437ef980c1ceac3c03308cc8087745ced5cdd54f74%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
RUGBYPASSTV,https://live.catvod.com/live.php?id=Rugbypasstv&token=185b28f3caf0734b2bc9d413eb18155eaa6a208551c5caa6a3e028c3332fe748%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
RTM_SPORTS HD,https://live.catvod.com/live.php?id=Rtmsport&token=25719fd3831560dcac371adfb6f21b3b2bdf0b3afd8ea733a3cb5a51f8751f6d%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
ARENA,https://live.catvod.com/live.php?id=Arena&token=53ee5f0379d4bc6523a05d66f828b6a577e12ef2d7a71709a0b4de2fe198695e%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
ARENA2,https://live.catvod.com/live.php?id=Arena2&token=cc74768d20d599036b21632e6fa1c17ef6c91b4712be35b2c39078dc1efeed18%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
BolaArena 1,https://live.catvod.com/live.php?id=Bolaarena1&token=a6e87051969c0159cfc232616ca4e1300a9c743d44a3390e4c98c5f5f85e5582%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
BolaArena 2,https://live.catvod.com/live.php?id=Bolaarena2&token=f70e8ea986f58f790524bf1452d2a092ebc0dc47cc996033abf4ddec77649b22%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
Astro Beinsports 1,https://live.catvod.com/live.php?id=Astrobein1&token=27389c2952bc3ee4263052235596b5fbd1266b870e97bf1f460df5ab3388007a%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
Astro Beinsports 2,https://live.catvod.com/live.php?id=Astrobein2&token=59f10f43661cd7514747fc1ac3cd5a8daba53dda9c2f5d0cb31d3d2be308197e%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
Astro Beinsports 3,https://live.catvod.com/live.php?id=Astrobein3&token=bfe0aebdb7bf21d9aff0b9f138d1c23f797e93ed4279b00a9c191dac9a521e54%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
小公視,https://live.catvod.com/live.php?id=pts3_twn&token=2a352d7548e97b3465a804b9d74aa8c65dd0199b22852b9bf7178657ec9c38e2%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
DAZN1,https://live.catvod.com/live.php?id=dazn1_twn&token=861d26e60e8e78964d4675cf0d8cbea8183cf3cedf2a8c2b8bc4abb720f8c01e%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
DAZN2,https://live.catvod.com/live.php?id=dazn2_twn&token=3884fe4038a873beede377e3c454b9c3703dfc9afc0f9ea94d34771e5c99daf8%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
台湾频道,#genre#
TVBS新闻台,https://live.catvod.com/live.php?id=tvbs_n&token=b6dc0acb43aeefb1a478e2e3fe1f1e56ed41d1b6c07c71b5c0510baea19854c6%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
TVBS欢乐台,https://live.catvod.com/live.php?id=tvbshuanle_twn&token=51d848d2353b480c88b777ee742ded2314298344b469b3a8a84accd38838c6eb%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
TVBSHD,https://live.catvod.com/live.php?id=tvbs&token=8d5990d8adf952b7c8d61455c756d49ecb7944844be4e74784dda3854a9544f9%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
中天新闻,https://live.catvod.com/live.php?id=ctinews&token=a5cf1f4e2de9e626ee1f895fe820fbca700a255b4d20200c10ccb39fb45e9482%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
中天综合,https://live.catvod.com/live.php?id=ctizhonghe&token=aa0ea931e0bfacdd74446c9b4da92473380e32f5e9e5cf570edc5a16edc21269%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
中天娱乐,https://live.catvod.com/live.php?id=ctient&token=d9d0916fba54e9f34c266bc54bf82e7ade104dee396fce62e60b7cf6fecb1cb4%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
中天亚洲,https://live.catvod.com/live.php?id=ctiasia_twn&token=c9ce4a2495f145bb44a1855d9d7341b87b459b108d13d53136cab3887f31c32e%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
台视,https://live.catvod.com/live.php?id=ttv_taiwan&token=0963adb78d44d3b013f40f5b97067d358f70a5e5220e2a67e0a556a3de55051f%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
台视新闻,https://live.catvod.com/live.php?id=ttvnews_twn&token=093afc7e55721dce17616e7597b31e50ad73c63271bb3a3a26d2d5e21e699e11%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
台视综合,https://live.catvod.com/live.php?id=ttvzhonghe&token=db88ee0cf8a264433cb2671aab68d4793e74808ac2f265d0a7e3ed56d7f72bf5%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
JET綜合,https://live.catvod.com/live.php?id=jet&token=19ddb3a931154a6b2362338d04a6e708aa8bbaceeff6b9d1c9b4ca38f0195842%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
中视,https://live.catvod.com/live.php?id=zhongshihd_twn&token=a1e35c784b7f286dae0199034a83618e58db6b224c0b8c7b2b5fbac0b0345477%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
中视新闻,https://live.catvod.com/live.php?id=zhongshinews_twn&token=518108e78feaf60b2c43c6def963a27d1401ee5bcd2b690c41f347001679032f%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
中视经典,https://live.catvod.com/live.php?id=zhongshi_twn&token=cf505f6439a80f35596eb5673544923ed2c9ff9e9d59b8b33bd71ce942914981%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
民视,https://live.catvod.com/live.php?id=ftvhd_taiwan&token=7acce0db7254c6acacdef1d10d596e5116625b00de19eb45448ba6341a83b4e8%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
民视新闻台,https://live.catvod.com/live.php?id=ftvnew_taiwan&token=d6397bae92e3072b5ee9fd1e5d55d538f2fc944d914685919e3e821664ea7f2a%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
民视台湾台,https://live.catvod.com/live.php?id=ftvtaiwan_twn&token=b3302b931e258b5acff2ddd0bed0b2e8a4b32c39fe8342c9a0ad08c54ed4b5d3%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
华视,https://live.catvod.com/live.php?id=ctshd_twn&token=8c9cae553195a3ef662b4242921c365c7f8b446deabd00f74f63a3be6b56dee6%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
公视,https://live.catvod.com/live.php?id=ctv_taiwan&token=70e590de4a625610d774027c08b475b68affc649bf13dc42dd4304d830586dc3%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
天映频道,https://live.catvod.com/live.php?id=ctv18_twn&token=3264991d2966b5501f0d94377727abd175fa044c547725f4b73574d65474c3cf%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
八大第一台,https://live.catvod.com/live.php?id=badafirst&token=1da01b1c863036d799407408f4818ced88d8c6630d6c57f2f76c13afa158607c%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
八大综合台,https://live.catvod.com/live.php?id=badazhonghe&token=a5c22f2c0dfa19ab55097009d45aa0670e1c345d467d72008c681c1a1efd9b2e%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
八大戏剧台,https://live.catvod.com/live.php?id=badadrama&token=e1a671206dad51d1157d19d3c33b283b5a5567d2aa87cd55918e679bbcf438d9%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
八大娱乐台,https://live.catvod.com/live.php?id=badaentertain&token=634f92c56e2f12c1f8d5fd3e8c92940aca21ce143c62d6ce06c51414726c4dfd%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
HBO,https://live.catvod.com/live.php?id=hbohd_twn&token=9099bb7418561e0ba089cdb4976ef69b5a9c1ddae52524f2a795c0dc118ce760%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
HBOHITS,https://live.catvod.com/live.php?id=hbohit_twn&token=66d7853e8f49ecec5c3e4de38cd0030c74bb7f4312950bce00bd326d4be1e131%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
好萊塢電影台,https://live.catvod.com/live.php?id=hollywoodmovies_twn&token=6ca4079cdbd3d3631cbf31a15a4ca9885fa6164271378d9d1d818c8ce702b4a1%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
三立台湾台,https://live.catvod.com/live.php?id=sanlitaiwan&token=5622575187728a8e54fe6713ff0b5d1b47f85d2d342b6b54fcf1684bd5cc7264%3A1761268980%3AMTIwLjIwMy4xNzAuMTM%3D
